,Paid up equity capital (net of forfeited equity capital),Reserves and Funds,Date,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Months,Company,Equity,D/E,ROE,Net income margin ratio,ROA,Liabilities to equity ratio,Investing cash flow to operating cash flow
3182,210.14,3644.63,3/31/2014,1424.48,1196.8,4736.1,4736.1,825.3,227.68,1364.65,97.39,298.74,5.0,Mphasis Ltd.,3854.77,1.2286336149757315,5.906448374351777,0.16684131462279705,0.04807330926289563,1.2286336149757315,3.0674607249204233
3183,210.14,3839.34,3/31/2015,3200.64,2647.61,5276.82,5276.82,1072.26,553.03,3017.36,338.46,-264.81,12.0,Mphasis Ltd.,4049.48,1.3030858283038809,13.656815196025168,0.183282737227245,0.10480365068355563,1.3030858283038809,-0.7823967381669917
3184,210.19,4293.87,3/31/2016,3092.39,2639.35,5448.28,5448.28,749.16,457.14,2914.92,391.15,-37.46,12.0,Mphasis Ltd.,4504.0599999999995,1.2096375270311674,10.149509553602751,0.15682763163311514,0.08390537931237015,1.2096375270311674,-0.09576888661638758
3185,210.42,4484.92,3/31/2017,3207.68,2578.57,5490.69,5490.69,625.2,625.01,2952.17,400.41,359.87,12.0,Mphasis Ltd.,4695.34,1.1693913539807552,13.311283101969185,0.21171206265221854,0.1138308664302665,1.1693913539807552,0.8987537773781873
3186,193.26,3714.16,3/31/2018,3398.52,2658.63,4727.26,4727.26,734.31,739.89,3121.84,766.0,551.7,12.0,Mphasis Ltd.,3907.42,1.209816195853018,18.935512435315374,0.2370044589088486,0.15651561369588302,1.209816195853018,0.7202349869451697
3187,186.22,3077.4,3/31/2019,3639.01,2869.58,4344.15,4344.15,963.38,769.43,3528.05,845.59,454.27,12.0,Mphasis Ltd.,3263.62,1.3310832756264515,23.57596779036775,0.21808931279318602,0.17711865382180633,1.3310832756264515,0.5372225310138483
3188,186.54,3490.67,3/31/2020,4670.43,3465.37,5563.9,5563.9,1269.81,1205.06,4340.16,942.99,432.16,12.0,Mphasis Ltd.,3677.21,1.5130764900563198,32.771041088216336,0.2776533584015336,0.2165854885961286,1.5130764900563198,0.458286938355656
3189,187.04,4123.01,3/31/2021,5650.7,4540.34,6002.25,6002.25,1181.87,1110.36,5534.42,1289.94,-739.98,12.0,Mphasis Ltd.,4310.05,1.3926172550202434,25.762114128606395,0.2006280694273293,0.18499062851430711,1.3926172550202434,-0.5736545885855155
3190,50.77,946.12,3/31/2012,633.84,347.65,2282.02,2282.02,940.76,286.19,15.63,348.91,-290.82,12.0,Multi Commodity Exchange Of India Ltd.,996.89,2.289139222983479,28.708282759381675,18.31030070377479,0.12541082023821,2.289139222983479,-0.8335100742311771
3191,51.0,1105.75,3/31/2013,645.57,346.93,2289.71,2289.71,665.78,298.64,21.23,42.25,155.45,12.0,Multi Commodity Exchange Of India Ltd.,1156.75,1.979433758374757,25.817160146963474,14.066886481394253,0.1304269973053356,1.979433758374757,3.679289940828402
3192,51.0,1265.09,3/31/2014,444.96,287.33,2307.57,2307.57,432.59,157.63,17.61,25.7,65.45,12.0,Multi Commodity Exchange Of India Ltd.,1316.09,1.7533527342355009,11.977144420214424,8.951164111300397,0.06830995376088266,1.7533527342355009,2.5466926070038913
3193,51.0,1338.28,3/31/2015,360.63,215.62,2460.84,2460.84,458.25,145.01,13.2,46.87,-45.63,12.0,Multi Commodity Exchange Of India Ltd.,1389.28,1.7713060002303354,10.43778072094898,10.985606060606061,0.05892703304562669,1.7713060002303354,-0.9735438446767656
3194,51.0,1238.74,3/31/2016,355.23,241.45,2551.88,2551.88,417.4,113.78,15.21,77.72,-30.54,12.0,Multi Commodity Exchange Of India Ltd.,1289.74,1.978600338052631,8.821933102795912,7.48060486522025,0.04458673605341944,1.978600338052631,-0.39294904786412765
3195,51.0,1307.77,3/31/2017,375.87,249.6,2595.65,2595.65,349.42,126.27,15.41,-31.92,55.12,12.0,Multi Commodity Exchange Of India Ltd.,1358.77,1.9102938687195037,9.292963489037879,8.194029850746269,0.04864677441103384,1.9102938687195037,-1.7268170426065161
3196,51.0,1325.27,3/31/2018,356.16,249.81,2704.63,2704.63,411.91,106.35,14.21,285.54,-150.23,12.0,Multi Commodity Exchange Of India Ltd.,1376.27,1.9651885167881304,7.727408139391252,7.484166080225193,0.03932145986696886,1.9651885167881304,-0.526125936821461
3197,51.0,1411.83,3/31/2019,395.21,258.71,2370.57,2370.57,127.85,136.5,11.94,,,12.0,Multi Commodity Exchange Of India Ltd.,1462.83,1.6205369044933453,9.331227825516294,11.432160804020102,0.05758108809273719,1.6205369044933453,
3198,51.0,1495.52,3/31/2020,481.78,273.26,2575.47,2575.47,194.65,208.52,13.58,201.04,-78.48,12.0,Multi Commodity Exchange Of India Ltd.,1546.52,1.6653324884256264,13.483175128675995,15.354933726067747,0.08096386290657628,1.6653324884256264,-0.39037007560684445
3199,51.0,1529.36,3/31/2021,493.56,305.74,2590.96,2590.96,181.23,187.82,13.53,89.21,63.33,12.0,Multi Commodity Exchange Of India Ltd.,1580.36,1.6394745501025083,11.884633880887899,13.881744271988175,0.07249050544971748,1.6394745501025083,0.7098979934984867
3200,371.71,2554.02,3/31/2012,4549.06,3657.04,23789.13,23789.13,14347.49,892.02,1.77,-6717.9,-175.72,12.0,Muthoot Finance Ltd.,2925.73,8.13100662056991,30.488801085541045,503.96610169491527,0.03749695764410048,8.13100662056991,0.026156983581178645
3201,371.71,3363.85,3/31/2013,5387.13,4382.89,29911.18,29911.18,17654.99,1004.24,2.47,-1569.54,228.62,12.0,Muthoot Finance Ltd.,3735.56,8.007147522727516,26.883251774834292,406.5748987854251,0.033574068291521764,8.007147522727516,-0.14566051199714566
3202,371.71,3892.86,3/31/2014,4958.48,4178.41,26004.36,26004.36,13932.41,780.07,1.45,7965.36,-92.47,12.0,Muthoot Finance Ltd.,4264.57,6.097768356481428,18.2918793688461,537.9793103448276,0.029997661930537805,6.097768356481428,-0.011609017043799652
3203,397.97,4685.53,3/31/2015,4324.64,3654.12,27122.48,27122.48,14117.86,670.52,1.5,1358.93,73.74,12.0,Muthoot Finance Ltd.,5083.5,5.335394905085079,13.190124913937249,447.0133333333333,0.024721928083272622,5.335394905085079,0.05426328066935014
3204,399.0,5220.24,3/31/2016,4875.01,4065.46,27408.29,27408.29,15385.71,809.55,1.24,2159.28,-67.49,12.0,Muthoot Finance Ltd.,5619.24,4.877579530327945,14.406752514574924,652.8629032258065,0.02953668397408229,4.877579530327945,-0.031255788966692594
3205,399.48,6116.96,3/31/2017,5746.7,4566.87,31411.16,31411.16,19991.03,1179.83,2.32,993.08,-376.38,12.0,Muthoot Finance Ltd.,6516.4400000000005,4.820294516637919,18.1054379385063,508.54741379310343,0.03756085416775439,4.820294516637919,-0.37900269867482983
3206,400.04,7411.98,3/31/2018,6333.17,4555.61,31429.07,31429.07,2422.33,1777.56,2.64,2364.77,19.02,12.0,Muthoot Finance Ltd.,7812.0199999999995,4.023168143450734,22.75416601596002,673.3181818181818,0.05655783005987768,4.023168143450734,0.008043065498970301
3207,400.66,9392.06,3/31/2019,6880.63,4908.49,38732.16,38732.16,2078.75,1972.14,2.36,-1293.99,-575.11,12.0,Muthoot Finance Ltd.,9792.72,3.955199372595153,20.13883783055168,835.6525423728815,0.050917377187329596,3.955199372595153,0.4444470204561086
3208,401.04,11170.77,3/31/2020,8722.8,5704.5,51042.96,51042.96,2296.52,3018.3,0.74,-1727.84,-542.81,12.0,Muthoot Finance Ltd.,11571.810000000001,4.410974601207589,26.08321429404734,4078.783783783784,0.05913254247010754,4.410974601207589,0.3141552458560978
3209,401.2,14837.69,3/31/2021,10574.37,6852.19,64124.54,64124.54,2905.52,3722.18,0.32,-4295.29,110.43,12.0,Muthoot Finance Ltd.,15238.890000000001,4.207953466427016,24.42553230583067,11631.8125,0.058046108400933556,4.207953466427016,-0.025709556281415226
3210,120.0,675.5,3/31/2012,3601.51,3482.09,3954.15,3954.15,2899.65,190.17,3447.71,118.82,57.0,12.0,N B C C (India) Ltd.,795.5,4.970647391577624,23.90571967316153,0.05515835148547876,0.04809377489473085,4.970647391577624,0.47971721932334627
3211,120.0,830.69,3/31/2013,3348.35,3022.04,4002.0,4002.0,2778.35,207.5,3198.78,90.16,99.46,12.0,N B C C (India) Ltd.,950.69,4.209574098812441,21.82625251133387,0.06486848110842258,0.051849075462268863,4.209574098812441,1.1031499556344277
3212,120.0,1007.29,3/31/2014,4173.39,4278.18,4396.49,4396.49,3212.06,247.14,4024.08,-438.68,818.46,12.0,N B C C (India) Ltd.,1127.29,3.9000523379077254,21.923373754756984,0.06141528001431383,0.056213024480892715,3.9000523379077254,-1.8657335643293518
3213,120.0,1204.13,3/31/2015,4548.71,4422.18,5055.64,5055.64,3684.25,277.3,4381.1,-153.91,-5.01,12.0,N B C C (India) Ltd.,1324.13,3.818084327067584,20.94205251750206,0.0632946063773938,0.05484963328085069,3.818084327067584,0.03255149113118056
3214,120.0,1404.6,3/31/2016,5949.38,5962.46,5895.48,5895.48,4302.49,286.96,5756.68,168.41,-30.26,12.0,N B C C (India) Ltd.,1524.6,3.8669027941755214,18.821986094713367,0.049848176379440924,0.048674577812154396,3.8669027941755214,-0.17968054153553828
3215,180.0,1493.61,3/31/2017,6436.44,6237.51,7154.35,7154.35,5411.5,351.1,6248.58,439.06,145.14,12.0,N B C C (India) Ltd.,1673.61,4.274801178291239,20.97860313932159,0.05618876608765512,0.04907503826343414,4.274801178291239,0.3305698537785268
3216,180.0,1641.36,3/31/2018,6083.83,5837.34,8557.62,8557.62,6185.7,333.61,5903.83,212.5,174.32,12.0,N B C C (India) Ltd.,1821.36,4.698478060350508,18.316532700838938,0.056507385883401116,0.03898396984208226,4.698478060350508,0.8203294117647059
3217,180.0,1384.82,3/31/2019,7493.12,6902.55,8616.9,8616.9,6843.21,384.11,7192.51,115.75,156.89,12.0,N B C C (India) Ltd.,1564.82,5.5066397413120995,24.546593218389336,0.053404166278531416,0.04457635576599474,5.5066397413120995,1.3554211663066953
3218,180.0,1343.61,3/31/2020,5517.66,5391.42,8169.72,8169.72,6431.06,79.87,5195.19,54.98,314.97,12.0,N B C C (India) Ltd.,1523.61,5.362080847460965,5.242155144689258,0.01537383618308474,0.009776344844131745,5.362080847460965,5.728810476536923
3219,180.0,1511.5,3/31/2021,5199.78,4949.94,8753.22,8753.22,6830.87,201.74,4905.13,85.7,244.66,12.0,N B C C (India) Ltd.,1691.5,5.174827076559266,11.926692284954184,0.04112836968643033,0.02304751851318715,5.174827076559266,2.854842473745624
3220,51.32,2359.74,3/31/2012,5371.07,5575.09,8298.93,8298.93,5269.3,35.98,5250.47,976.34,-374.87,12.0,N C C Ltd.,2411.06,3.442025499158047,1.4922896983069687,0.006852719851746605,0.0043354986727204585,3.442025499158047,-0.38395436016141915
3221,51.32,2416.72,3/31/2013,5850.82,5987.86,8340.65,8340.65,5452.14,62.67,5724.92,368.52,67.3,12.0,N C C Ltd.,2468.04,3.379463055704121,2.5392619244420676,0.010946877860301978,0.007513802881070421,3.379463055704121,0.18262238141756215
3222,51.32,2468.97,3/31/2014,6318.95,6537.79,9210.64,9210.64,6479.22,40.52,6117.3,369.89,-173.13,12.0,N C C Ltd.,2520.29,3.654595304508608,1.6077514889159583,0.0066238373138476124,0.004399259986276742,3.654595304508608,-0.4680580713185001
3223,111.19,3093.23,3/31/2015,8523.98,8515.11,9545.51,9545.51,5940.4,111.79,8296.95,513.93,-78.74,12.0,N C C Ltd.,3204.42,2.9788573283152644,3.48861884522004,0.013473625850463121,0.011711265296458754,2.9788573283152644,-0.15321152686163486
3224,111.19,3149.62,3/31/2016,8580.12,8300.99,9324.82,9324.82,5843.49,240.17,8326.97,488.62,365.24,12.0,N C C Ltd.,3260.81,2.8596637031903116,7.365347873687826,0.02884242407502369,0.02575599314517599,2.8596637031903116,0.7474929392984323
3225,111.19,3331.09,3/31/2017,8133.48,7768.18,9108.92,9108.92,5536.26,225.5,7894.16,196.8,455.23,12.0,N C C Ltd.,3442.28,2.646187991679933,6.550890688729563,0.02856542051339218,0.02475595350491606,2.646187991679933,2.313160569105691
3226,120.13,4121.52,3/31/2018,7758.33,7630.27,10941.32,10941.32,6401.07,286.8,7562.4,446.9,-359.2,12.0,N C C Ltd.,4241.650000000001,2.5794961866254873,6.761519691629436,0.03792446842272295,0.026212559362124497,2.5794961866254873,-0.803759230252853
3227,120.13,4609.2,3/31/2019,12200.58,11636.67,13344.75,13344.75,8092.84,563.91,12083.69,345.33,-425.17,12.0,N C C Ltd.,4729.33,2.8216999025231906,11.923676292413512,0.046667036310928195,0.042257067386050694,2.8216999025231906,-1.2311991428488693
3228,121.97,4983.66,3/31/2020,8454.09,8072.05,12977.98,12977.98,7577.65,382.04,8223.56,636.43,-164.89,12.0,N C C Ltd.,5105.63,2.541895907067296,7.482720056094938,0.04645676568298888,0.029437554997002617,2.541895907067296,-0.25908583819116004
3229,121.97,5220.91,3/31/2021,7447.97,7186.84,12918.49,12918.49,7322.36,261.13,7259.84,689.34,-36.36,12.0,N C C Ltd.,5342.88,2.417888853951427,4.8874389842182495,0.03596911226693701,0.020213662742317406,2.417888853951427,-0.05274610496997127
3230,12300.74,14052.79,3/31/2012,6910.84,4135.82,52976.99,52976.99,7007.37,2775.02,5297.34,2080.34,-1975.69,12.0,N H P C Ltd.,26353.53,2.0102426506050612,10.529974542309892,0.5238515934412366,0.0523816094496875,2.0102426506050612,-0.9496957228145398
3231,12300.74,15539.76,3/31/2013,6709.81,4356.71,54573.9,54573.9,6427.58,2353.1,5282.05,1897.59,-1294.53,12.0,N H P C Ltd.,27840.5,1.9602341911962788,8.452075214166411,0.44548991395386256,0.04311768079613148,1.9602341911962788,-0.682196891847027
3232,11070.67,14996.98,3/31/2014,7151.12,6167.22,54036.95,54036.95,6201.6,983.9,5587.92,3646.03,-479.8,12.0,N H P C Ltd.,26067.65,2.0729505728364463,3.7744100446338655,0.17607625019685322,0.01820791143837689,2.0729505728364463,-0.1315951870939076
3233,11070.67,17215.72,3/31/2015,8347.48,6212.96,54975.55,54975.55,4854.47,2134.52,6849.66,3055.36,-789.46,12.0,N H P C Ltd.,28286.39,1.9435336216463113,7.546102560277222,0.31162422660394823,0.03882671478502716,1.9435336216463113,-0.25838526392961875
3234,11070.67,18690.48,3/31/2016,9015.66,6585.77,57085.02,57085.02,5458.23,2429.89,7548.71,4900.02,-799.35,12.0,N H P C Ltd.,29761.15,1.918105315150792,8.164637455205863,0.32189473433209115,0.04256615833716096,1.918105315150792,-0.1631319872163787
3235,10259.32,16682.81,3/31/2017,9579.65,6784.06,55254.18,55254.18,6394.75,2795.59,7546.1,7842.83,-1430.1,12.0,N H P C Ltd.,26942.13,2.0508467593319457,10.376276857100757,0.3704681888657717,0.0505950861998133,2.0508467593319457,-0.1823448933611974
3236,10259.32,18092.5,3/31/2018,8455.53,5686.5,57626.54,57626.54,6770.95,2769.03,6749.05,3721.02,-763.19,12.0,N H P C Ltd.,28351.82,2.032551702148222,9.766674590908098,0.41028441039850055,0.04805129719743716,2.032551702148222,-0.20510236440545873
3237,10045.03,19169.7,3/31/2019,9982.43,7351.88,62537.92,62537.92,7014.13,2630.55,8313.46,3439.76,-1164.95,12.0,N H P C Ltd.,29214.730000000003,2.1406297439681965,9.00419069421487,0.316420599846514,0.042063279367142374,2.1406297439681965,-0.33867188408493615
3238,10045.03,19938.78,3/31/2020,10129.53,7122.36,67379.85,67379.85,8272.81,3007.17,8485.54,2214.11,-2896.98,12.0,N H P C Ltd.,29983.809999999998,2.247207743112033,10.029312485638084,0.3543875816978059,0.04463010825936834,2.247207743112033,-1.308417377637064
3239,10045.03,21602.28,3/31/2021,9902.83,6669.46,70679.8,70679.8,9610.98,3233.37,7921.2,4509.8,-1507.34,12.0,N H P C Ltd.,31647.309999999998,2.233358854196455,10.216887312065385,0.4081919406150583,0.045746733861725696,2.233358854196455,-0.3342365515100448
3240,1677.71,10362.18,3/31/2012,5872.27,4460.94,20322.04,20322.04,3835.45,1411.33,4960.76,-35.58,-71.02,12.0,N L C India Ltd.,12039.89,1.6878924973567035,11.722117062531302,0.2844987461598626,0.06944824436916766,1.6878924973567035,1.9960652051714447
3241,1677.71,11273.62,3/31/2013,6488.86,5029.3,21007.06,21007.06,3715.59,1459.56,5613.2,1219.88,-327.25,12.0,N L C India Ltd.,12951.330000000002,1.6220002115612835,11.269576174802122,0.26002280339200456,0.06947949879707108,1.6220002115612835,-0.2682640915499885
3242,1677.71,12225.91,3/31/2014,7065.87,5564.79,22114.67,22114.67,3918.64,1501.08,6301.21,3211.63,-639.6,12.0,N L C India Ltd.,13903.619999999999,1.5905692186639162,10.79632498586699,0.23822091312620908,0.06787711505530039,1.5905692186639162,-0.19915120982180387
3243,1677.71,13198.93,3/31/2015,7184.21,5605.04,23133.42,23133.42,3965.27,1579.17,6209.8,851.18,-829.99,12.0,N L C India Ltd.,14876.64,1.5550164553286225,10.615098570644985,0.2543028760990692,0.06826357711051803,1.5550164553286225,-0.975105148147278
3244,1677.71,11247.79,3/31/2016,6274.28,6046.28,23695.98,23695.98,2315.4,228.0,5788.31,1313.66,-1154.04,12.0,N L C India Ltd.,12925.5,1.8332737611697807,1.7639549727283277,0.03938973551865743,0.009621885231165793,1.8332737611697807,-0.8784921516983084
3245,1528.57,10670.05,3/31/2017,8496.46,6127.65,29620.91,29620.91,5982.16,2368.81,7876.06,809.81,-3581.44,12.0,N L C India Ltd.,12198.619999999999,2.4282181099173514,19.418671948138396,0.30076078648461285,0.0799708719279725,2.4282181099173514,-4.4225682567515845
3246,1528.57,11806.01,3/31/2018,9130.11,7281.33,33075.59,33075.59,6240.46,1848.78,8760.44,3760.75,-4268.58,12.0,N L C India Ltd.,13334.58,2.480437329109728,13.864553664232393,0.21103734515617936,0.05589560155994194,2.480437329109728,-1.1350342351924483
3247,1386.64,11124.69,3/31/2019,8938.38,7671.41,35801.02,35801.02,9045.68,1266.97,8532.39,498.69,-2113.26,12.0,N L C India Ltd.,12511.33,2.861487947324545,10.126581266739827,0.1484894619209858,0.035389215167612544,2.861487947324545,-4.237622571136378
3248,1386.64,11252.87,3/31/2020,9143.2,7729.35,40441.38,40441.38,9907.05,1413.85,8807.19,1168.09,-2465.57,12.0,N L C India Ltd.,12639.51,3.1996003009610336,11.185955784678361,0.16053360947135237,0.03496047859890043,3.1996003009610336,-2.1107705741852087
3249,1386.64,12188.04,3/31/2021,9300.96,8259.17,40799.43,40799.43,9848.08,1041.79,8923.95,4051.57,-811.19,12.0,N L C India Ltd.,13574.68,3.00555372207669,7.6745087177008955,0.11674090509247585,0.025534425358393488,3.00555372207669,-0.20021621248059396
3250,396.47,24009.89,3/31/2012,13292.68,6049.12,35181.29,35181.29,10628.89,7265.39,11268.73,4595.49,-738.14,12.0,N M D C Ltd.,24406.36,1.4414804173993991,29.76842921271341,0.6447390256044826,0.20651289364318365,1.4414804173993991,-0.16062269747078115
3251,396.47,27114.49,3/31/2013,12963.79,6806.16,40706.27,40706.27,13038.79,6342.37,10713.44,3087.44,668.26,12.0,N M D C Ltd.,27510.960000000003,1.4796382968824058,23.053975579187348,0.5920012619662778,0.15580818384980988,1.4796382968824058,0.2164446920425984
3252,396.47,29591.83,3/31/2014,14220.8,7815.15,41516.55,41516.55,11370.42,6420.08,12065.14,3720.8,3454.68,12.0,N M D C Ltd.,29988.300000000003,1.3844249257210313,21.408616026917162,0.5321181519650829,0.1546390535822461,1.3844249257210313,0.9284777467211351
3253,396.47,31935.27,3/31/2015,14666.2,8260.57,44364.45,44364.45,11873.69,6421.86,12362.47,4007.22,-530.18,12.0,N M D C Ltd.,32331.74,1.3721640097316135,19.862401466793926,0.5194641523902586,0.14475238620111372,1.3721640097316135,-0.13230618733186597
3254,396.47,28721.12,3/31/2016,8437.55,5662.21,42179.36,42179.36,12579.25,2712.22,6457.27,1861.74,2540.81,12.0,N M D C Ltd.,29117.59,1.4485869194531553,9.314713202569305,0.42002580037693943,0.06430206622385924,1.4485869194531553,1.3647501799391966
3255,316.39,22202.55,3/31/2017,9753.27,7050.45,34088.33,34088.33,10824.2,2589.14,8851.3,2133.3,8422.0,12.0,N M D C Ltd.,22518.94,1.5137626371401143,11.497610455909559,0.29251522375244315,0.07595385282881267,1.5137626371401143,3.9478741855341486
3256,316.39,24037.44,3/31/2018,12347.01,8579.61,36349.89,36349.89,11052.28,3805.88,11626.95,3381.19,-1496.52,12.0,N M D C Ltd.,24353.829999999998,1.4925738579927676,15.62743929804881,0.32733261947458275,0.10470127970125907,1.4925738579927676,-0.4426015692699907
3257,306.19,25645.34,3/31/2019,12747.01,8184.12,38806.54,38806.54,11835.72,4642.11,12152.67,3951.79,-738.68,12.0,N M D C Ltd.,25951.53,1.4953469024754997,17.887615874670974,0.38198272478393636,0.11962184724533544,1.4953469024754997,-0.1869228881089329
3258,306.19,27227.76,3/31/2020,12394.06,8837.77,39847.42,39847.42,11252.31,3610.12,11699.22,2052.94,-277.27,12.0,N M D C Ltd.,27533.949999999997,1.447210443833885,13.111522320625992,0.3085778368130525,0.09059858831512806,1.447210443833885,-0.13505996278507895
3259,293.07,29463.07,3/31/2021,15728.49,9637.25,43615.2,43615.2,12129.41,6253.05,15370.06,7330.53,-4391.51,12.0,N M D C Ltd.,29756.14,1.465754630808969,21.014318389414758,0.4068331548478015,0.14336859626919057,1.465754630808969,-0.5990712813398213
3260,8245.46,65045.71,3/31/2012,65895.99,56672.26,150325.96,150325.96,18132.84,9223.73,61115.43,10021.48,-7192.17,12.0,N T P C Ltd.,73291.17,2.0510787315852648,12.585049467759896,0.1509230974894556,0.061358197878796185,2.0510787315852648,-0.7176754331695518
3261,8245.46,72142.05,3/31/2013,71562.62,58943.23,176291.82,176291.82,22670.16,12619.39,63785.86,14738.67,-13260.39,12.0,N T P C Ltd.,80387.51000000001,2.1930250109749636,15.698197394097663,0.19783992878672482,0.07158239106045873,2.1930250109749636,-0.8997005835669025
3262,8245.46,77569.86,3/31/2014,75724.0,64749.26,192005.76,192005.76,25352.47,10974.74,70309.67,14956.29,-13203.82,12.0,N T P C Ltd.,85815.32,2.237429866834966,12.788788761726927,0.15609147361948933,0.05715838941498421,2.237429866834966,-0.8828272252009021
3263,8245.46,73411.89,3/31/2015,78473.94,68155.39,210882.45,210882.45,30605.5,10318.55,72792.66,13931.11,-14259.01,12.0,N T P C Ltd.,81657.35,2.5825287007232047,12.636400764903586,0.14175261626653016,0.04893034010179604,2.5825287007232047,-1.0235372486470926
3264,8245.46,83048.24,3/31/2016,75261.88,64411.62,231616.68,231616.68,33123.91,10850.26,71098.13,14290.49,-8649.2,12.0,N T P C Ltd.,91293.70000000001,2.537049982638451,11.885004113098711,0.15260963966281532,0.046845762576339496,2.537049982638451,-0.6052416677104845
3265,8245.46,87985.77,3/31/2017,80504.0,71118.74,249798.37,249798.37,38415.54,9385.26,77370.95,19969.8,-24370.0,12.0,N T P C Ltd.,96231.23000000001,2.59581395769336,9.752821407353931,0.12130211662129003,0.03757134203878112,2.59581395769336,-1.2203427175034303
3266,8245.46,93532.31,3/31/2018,90387.09,80043.92,277987.92,277987.92,44811.97,10343.17,85836.89,19249.75,-20389.59,12.0,N T P C Ltd.,101777.76999999999,2.7313225668041263,10.162504051719743,0.12049795839527737,0.03720726425810158,2.7313225668041263,-1.0592132365355393
3267,9894.56,97513.61,3/31/2019,89407.68,77657.79,313224.33,313224.33,58024.76,11749.89,83033.56,16157.28,-20894.22,12.0,N T P C Ltd.,107408.17,2.9162058156283646,10.939475088347562,0.1415077229014389,0.037512698965626326,2.9162058156283646,-1.2931768218413
3268,9894.56,103674.88,3/31/2020,106849.19,96736.38,352450.65,352450.65,57806.4,10112.81,103764.91,21583.98,-27246.84,12.0,N T P C Ltd.,113569.44,3.103393395265487,8.904516919340272,0.09745886157468839,0.028692839692592422,3.103393395265487,-1.2623640311008442
3269,9696.67,109288.82,3/31/2021,108646.22,94876.7,369662.41,369662.41,61237.86,13769.52,100584.54,27057.78,-17341.63,12.0,N T P C Ltd.,118985.49,3.1067856257094872,11.572436269329984,0.13689499400206037,0.0372489050212057,3.1067856257094872,-0.6409110429606568
3270,,,,,,,,,,,,,,Narayana Hrudayalaya Ltd.,,,,,,,
3271,,,,,,,,,,,,,,Narayana Hrudayalaya Ltd.,,,,,,,
3272,0.33,581.57,3/31/2014,1091.3,1066.72,1158.35,1158.35,320.72,35.56,1075.81,,,12.0,Narayana Hrudayalaya Ltd.,581.9000000000001,1.9906341295755279,6.111015638425846,0.033054163839339665,0.030698838865627836,1.9906341295755279,
3273,200.0,594.97,3/31/2015,1317.62,1296.62,1331.81,1331.81,319.64,21.0,1307.57,60.97,-192.26,12.0,Narayana Hrudayalaya Ltd.,794.97,1.6752959231165954,2.641609117325182,0.01606032564222183,0.015768014957088475,1.6752959231165954,-3.153354108577989
3274,202.32,754.75,3/31/2016,1485.3,1428.62,1419.49,1419.49,288.25,56.68,1470.03,177.33,-129.78,12.0,Narayana Hrudayalaya Ltd.,957.0699999999999,1.4831621511488189,5.922241842289488,0.038557036250960866,0.03992983395444843,1.4831621511488189,-0.7318558619522922
3275,202.35,856.11,3/31/2017,1670.0,1574.89,1521.66,1521.66,280.02,95.11,1645.91,218.31,-161.93,12.0,Narayana Hrudayalaya Ltd.,1058.46,1.437616915140865,8.985696200139826,0.05778566264255032,0.06250410735643967,1.437616915140865,-0.7417433924236179
3276,202.41,918.27,3/31/2018,1866.21,1807.79,2108.85,2108.85,356.7,58.42,1847.57,195.96,-445.79,12.0,Narayana Hrudayalaya Ltd.,1120.68,1.881759289003105,5.212906449655566,0.0316199115595079,0.027702302202622285,1.881759289003105,-2.274903041437028
3277,202.8,965.03,3/31/2019,2096.03,2045.95,2192.28,2192.28,370.7,50.08,2077.16,208.37,-137.13,12.0,Narayana Hrudayalaya Ltd.,1167.83,1.8772252810768693,4.2882953854585,0.0241098422846579,0.022843797325159194,1.8772252810768693,-0.6581081729615588
3278,202.9,962.96,3/31/2020,2265.0,2197.26,2333.19,2333.19,436.43,67.74,2242.0,286.41,-128.98,12.0,Narayana Hrudayalaya Ltd.,1165.8600000000001,2.0012608718027893,5.81030312387422,0.03021409455842997,0.02903321204016818,2.0012608718027893,-0.4503334380782793
3279,202.94,886.7,3/31/2021,1730.44,1809.11,2247.44,2247.44,516.64,-78.67,1654.83,123.43,-11.81,12.0,Narayana Hrudayalaya Ltd.,1089.64,2.0625527697221098,-7.219815718953049,-0.04753962642688373,-0.03500427152671484,2.0625527697221098,-0.09568176294255853
3280,31.15,436.32,3/31/2012,452.12,388.9,892.7,892.7,251.79,62.13,442.6,68.04,-128.9,12.0,Natco Pharma Ltd.,467.46999999999997,1.9096412604017372,13.290692450852463,0.1403750564844103,0.06959784922146298,1.9096412604017372,-1.8944738389182834
3281,31.37,506.19,3/31/2013,577.06,520.17,1061.7,1061.7,333.78,78.14,565.12,70.02,-124.24,12.0,Natco Pharma Ltd.,537.56,1.9750353448917333,14.536051789567678,0.13827151755379388,0.0735989450880663,1.9750353448917333,-1.7743501856612396
3282,33.07,699.82,3/31/2014,643.88,549.65,1181.32,1181.32,295.75,110.19,628.18,171.8,-130.65,12.0,Natco Pharma Ltd.,732.8900000000001,1.6118653549645918,15.03499843086957,0.17541150625616864,0.09327701215589342,1.6118653549645918,-0.760477299185099
3283,33.23,845.76,3/31/2015,740.53,596.37,1396.59,1396.59,400.07,152.93,726.97,124.57,-147.96,12.0,Natco Pharma Ltd.,878.99,1.588857666185053,17.398377683477626,0.21036631497860986,0.10950243092102908,1.588857666185053,-1.1877659147467288
