,Paid up equity capital (net of forfeited equity capital),Reserves and Funds,Date,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Months,Company,Equity,D/E,ROE,Net income margin ratio,ROA,Liabilities to equity ratio,Investing cash flow to operating cash flow
3284,34.8,1301.5,3/31/2016,1072.1,943.4,1848.8,1848.8,478.5,176.5,1059.2,189.9,-248.1,12.0,Natco Pharma Ltd.,1336.3,1.3835216642969392,13.208111950909226,0.16663519637462235,0.09546733016010385,1.3835216642969392,-1.306477093206951
3285,34.9,1664.8,3/31/2017,2031.8,1553.7,2347.8,2347.8,609.7,494.8,2018.6,329.8,-290.6,12.0,Natco Pharma Ltd.,1699.7,1.381302582808731,29.11101959169265,0.24512038046170614,0.21075048982025726,1.381302582808731,-0.8811400848999394
3286,36.9,3088.5,3/31/2018,2147.9,1474.4,3737.1,3737.1,563.8,698.2,2108.5,476.4,-1131.4,12.0,Natco Pharma Ltd.,3125.4,1.1957189479746593,22.339540538811033,0.33113587858667304,0.18682935966391054,1.1957189479746593,-2.3748950461796814
3287,36.5,3526.7,3/31/2019,2116.1,1474.5,4385.1,4385.1,709.8,667.1,1986.3,698.8,-645.2,12.0,Natco Pharma Ltd.,3563.2,1.2306634485855412,18.721935339021105,0.33585057644867344,0.15212879979932042,1.2306634485855412,-0.9232970807097883
3288,36.4,3833.1,3/31/2020,1914.0,1495.4,4709.7,4709.7,677.2,474.5,1790.2,422.5,-165.0,12.0,Natco Pharma Ltd.,3869.5,1.2171339966403927,12.26256622302623,0.26505418389006813,0.10074951695437077,1.2171339966403927,-0.3905325443786982
3289,36.5,4054.6,3/31/2021,1757.0,1494.4,4832.5,4832.5,533.6,309.5,1657.5,183.5,-3.2,12.0,Natco Pharma Ltd.,4091.1,1.181222654053922,7.565202512771626,0.18672699849170438,0.06404552509053285,1.181222654053922,-0.017438692098092644
3290,1288.62,10426.46,3/31/2012,7713.08,6866.79,15747.77,15747.77,2676.89,849.5,7043.41,886.7,-82.28,12.0,National Aluminium Co. Ltd.,11715.079999999998,1.3442306838707037,7.251337592231552,0.12060919355823387,0.053944145742540056,1.3442306838707037,-0.09279350400360889
3291,1288.62,10643.83,3/31/2013,7882.36,7352.27,16589.57,16589.57,3217.59,592.78,7370.19,441.46,-876.92,12.0,National Aluminium Co. Ltd.,11932.45,1.3902903427208997,4.967797895654287,0.08042940548344073,0.03573208949960728,1.3902903427208997,-1.9864087346531962
3292,1288.62,10833.83,3/31/2014,7715.95,7022.99,16842.24,16842.24,3242.75,642.31,7166.6,981.34,78.05,12.0,National Aluminium Co. Ltd.,12122.45,1.3893429133549737,5.298516389013772,0.08962548488823151,0.03813685115519075,1.3893429133549737,0.07953410642590743
3293,1288.62,11508.68,3/31/2015,8813.51,7484.9,16384.09,16384.09,1967.04,1321.59,7907.92,520.47,565.72,12.0,National Aluminium Co. Ltd.,12797.3,1.2802770896986084,10.3271002477085,0.16712232799522503,0.08066300905329499,1.2802770896986084,1.0869406497972987
3294,1288.62,11906.13,3/31/2016,7936.48,7158.36,16983.85,16983.85,1981.95,787.11,7275.75,880.81,313.96,12.0,National Aluminium Co. Ltd.,13194.75,1.287167244548021,5.965327118740408,0.10818266158128029,0.04634461562013325,1.287167244548021,0.35644463618714595
3295,966.46,9239.33,3/31/2017,8458.97,7887.03,15052.9,15052.9,2905.51,668.53,8048.11,1435.94,1550.34,12.0,National Aluminium Co. Ltd.,10205.79,1.4749372660029256,6.550497315739398,0.0830667075872472,0.04441204020487746,1.4749372660029256,1.079669066952658
3296,966.46,9538.35,3/31/2018,10781.92,9416.06,15227.2,15227.2,2663.83,1342.41,9631.88,1466.55,-366.38,12.0,National Aluminium Co. Ltd.,10504.810000000001,1.449545493921356,12.77900314237002,0.1393715453265614,0.0881586897131449,1.449545493921356,-0.24982441785142
3297,932.81,9551.7,3/31/2019,11830.86,10103.54,15833.79,15833.79,3125.12,1732.4,11518.79,2408.85,-531.85,12.0,National Aluminium Co. Ltd.,10484.51,1.510207916249782,16.52342360301054,0.15039774142943832,0.1094115811817638,1.510207916249782,-0.22079000352865477
3298,932.81,9055.26,3/31/2020,8746.64,8973.64,15327.25,15327.25,2938.1,138.23,8491.36,-348.56,872.72,12.0,National Aluminium Co. Ltd.,9988.07,1.5345557249799011,1.383951053606953,0.0162788999641989,0.009018578022802525,1.5345557249799011,-2.5037870094101446
3299,918.32,9762.38,3/31/2021,9392.42,8098.65,15232.09,15232.09,2286.38,1299.53,9233.36,2198.98,-1403.49,12.0,National Aluminium Co. Ltd.,10680.699999999999,1.4261321823475992,12.167086426919585,0.14074291482190665,0.08531527846802375,1.4261321823475992,-0.6382459140146796
3300,9.76,473.61,3/31/2012,821.41,600.91,970.6,970.6,237.03,231.24,483.7,136.19,-154.09,12.0,Navin Fluorine Intl. Ltd.,483.37,2.007985601092331,47.83912944535243,0.4780649162704156,0.23824438491654648,2.007985601092331,-1.131434025993098
3301,9.76,499.7,3/31/2013,573.43,530.41,947.2,947.2,155.93,43.16,507.49,70.15,39.85,12.0,Navin Fluorine Intl. Ltd.,509.46,1.8592234915400623,8.471715149373846,0.08504601075883268,0.045565878378378374,1.8592234915400623,0.5680684248039914
3302,9.76,532.09,3/31/2014,512.78,462.81,994.04,994.04,184.45,50.66,494.03,58.01,-12.01,12.0,Navin Fluorine Intl. Ltd.,541.85,1.8345298514348989,9.349450955061362,0.10254437989595773,0.0509637439137258,1.8345298514348989,-0.20703327012584039
3303,9.77,561.35,3/31/2015,610.91,560.35,1045.44,1045.44,212.09,49.38,595.99,48.82,-27.36,12.0,Navin Fluorine Intl. Ltd.,571.12,1.8305084745762712,8.646168931222862,0.08285373915669726,0.04723370064279155,1.8305084745762712,-0.5604260548955347
3304,9.79,623.75,3/31/2016,703.23,615.73,1128.9,1128.9,220.23,86.47,689.71,71.72,-31.44,12.0,Navin Fluorine Intl. Ltd.,633.54,1.7818922246424853,13.648704107080848,0.12537153296312942,0.07659668704048188,1.7818922246424853,-0.43837144450641385
3305,9.79,813.74,3/31/2017,792.61,688.01,1464.2,1464.2,350.86,132.65,750.1,95.07,-19.61,12.0,Navin Fluorine Intl. Ltd.,823.53,1.7779558728886624,16.107488494651076,0.17684308758832157,0.09059554705641305,1.7779558728886624,-0.20626906489954772
3306,9.87,960.12,3/31/2018,981.18,791.27,1584.73,1584.73,359.25,178.96,902.59,172.74,-148.89,12.0,Navin Fluorine Intl. Ltd.,969.99,1.6337591109186693,18.449674738914833,0.1982738563467355,0.11292775425466799,1.6337591109186693,-0.8619312261201805
3307,9.89,1049.32,3/31/2019,989.9,840.33,1723.92,1723.92,406.83,148.48,964.6,90.05,-31.51,12.0,Navin Fluorine Intl. Ltd.,1059.21,1.6275526099640298,14.017994543102876,0.15392908977814637,0.08612928674184415,1.6275526099640298,-0.3499167129372571
3308,9.9,1379.05,3/31/2020,1194.86,817.71,1995.28,1995.28,156.04,399.82,1031.43,155.48,76.67,12.0,Navin Fluorine Intl. Ltd.,1388.95,1.4365383923107382,28.785773425969257,0.3876365822208002,0.20038290365262018,1.4365383923107382,0.49311808592745054
3309,9.9,1640.2,3/31/2021,1273.88,983.81,2339.53,2339.53,331.1,299.21,1142.0,295.74,-345.26,12.0,Navin Fluorine Intl. Ltd.,1650.1000000000001,1.4178110417550451,18.132840433913096,0.2620052539404553,0.12789320931982062,1.4178110417550451,-1.1674443768174747
3310,14.09,276.04,3/31/2012,141.82,73.38,381.07,381.07,53.97,67.34,130.32,78.77,-78.46,12.0,Nesco Ltd.,290.13,1.3134456967566264,23.210285044635164,0.5167280540208717,0.17671293987981213,1.3134456967566264,-0.9960644915576996
3311,14.09,351.93,3/31/2013,165.37,84.63,447.15,447.15,41.63,81.69,146.07,55.36,-50.98,12.0,Nesco Ltd.,366.02,1.2216545543959347,22.318452543576857,0.5592524132265352,0.18269037235826904,1.2216545543959347,-0.9208815028901733
3312,14.09,424.68,3/31/2014,183.05,102.11,560.66,560.66,45.24,81.02,163.6,117.15,-106.59,12.0,Nesco Ltd.,438.77,1.2777993025958931,18.465255145064614,0.4952322738386308,0.14450825812435344,1.2777993025958931,-0.9098591549295775
3313,14.09,525.6,3/31/2015,224.24,114.37,676.28,676.28,47.37,111.63,195.97,102.64,-91.38,12.0,Nesco Ltd.,539.69,1.2530897367006983,20.684096425725876,0.5696280042863704,0.1650647660732241,1.2530897367006983,-0.8902961808261886
3314,14.09,667.24,3/31/2016,297.08,154.62,840.88,840.88,49.1,144.14,264.18,136.58,-110.17,12.0,Nesco Ltd.,681.33,1.234174335490878,21.155680800786694,0.5456128397304867,0.17141565978498713,1.234174335490878,-0.8066334748865134
3315,14.09,836.52,3/31/2017,351.54,181.95,1031.84,1031.84,61.14,169.42,308.55,151.97,-152.97,12.0,Nesco Ltd.,850.61,1.2130588636390354,19.917470991406166,0.5490844271592934,0.16419212280973794,1.2130588636390354,-1.0065802461012041
3316,14.09,994.6,3/31/2018,340.45,164.68,1183.91,1183.91,128.08,176.69,304.39,143.45,-122.72,12.0,Nesco Ltd.,1008.69,1.1737104561361766,17.5167791888489,0.5804724202503367,0.1492427633857303,1.1737104561361766,-0.8554897176716627
3317,14.09,1153.7,3/31/2019,392.07,210.75,1347.7,1347.7,92.26,180.18,360.39,171.23,-154.74,12.0,Nesco Ltd.,1167.79,1.1540602334323808,15.429143938550597,0.4999583784233747,0.13369444238331973,1.1540602334323808,-0.9036967821059395
3318,14.09,1340.61,3/31/2020,474.11,239.39,1608.24,1608.24,102.21,233.79,431.72,208.37,-157.12,12.0,Nesco Ltd.,1354.6999999999998,1.1871558278585665,17.257695430722674,0.5415315482257018,0.14537009401581852,1.1871558278585665,-0.7540432883812449
3319,14.09,1512.41,3/31/2021,356.15,182.17,1820.37,1820.37,123.92,172.5,291.1,138.67,-141.6,12.0,Nesco Ltd.,1526.5,1.1925122830003274,11.300360301342941,0.5925798694606664,0.09476095519042832,1.1925122830003274,-1.0211292997764478
3320,96.42,1701.99,12/31/2012,8655.31,7687.38,5239.28,5239.28,1142.43,1067.93,8614.15,1696.6,-944.05,12.0,Nestle India Ltd.,1798.41,2.9132845124304243,59.38189845474614,0.1239739266207345,0.20383144248828086,2.9132845124304243,-0.5564364022161971
3321,96.42,2272.33,12/31/2013,9515.92,8292.82,6410.02,6410.02,1351.18,1117.13,9419.02,1751.45,-469.82,12.0,Nestle India Ltd.,2368.75,2.7060770448548817,47.16116094986808,0.11860363392369908,0.17427870739872886,2.7060770448548817,-0.2682463102001199
3322,96.42,2740.79,12/31/2014,10272.39,9156.81,5927.62,5927.62,1359.19,1184.69,10178.07,1688.97,-402.82,12.0,Nestle India Ltd.,2837.21,2.0892426010059175,41.75545694537944,0.11639633054203793,0.19985930272183441,2.0892426010059175,-0.23850038781032226
3323,96.42,2721.42,12/31/2015,8592.57,8020.26,6204.87,6204.87,1484.11,563.27,8482.48,1096.16,-70.48,12.0,Nestle India Ltd.,2817.84,2.201995145217613,19.989424523748685,0.06640392903962049,0.09077869479940756,2.201995145217613,-0.06429718289300831
3324,96.42,3185.91,12/31/2016,9646.69,8652.47,6964.34,6964.34,1372.36,1001.36,9474.57,1466.36,-125.9,12.0,Nestle India Ltd.,3282.33,2.1217671593045186,30.507596737683297,0.10568922916818389,0.14378390486392106,2.1217671593045186,-0.08585886139829238
3325,96.42,3324.17,12/31/2017,10369.1,9195.55,7520.96,7520.96,1497.58,1225.19,10192.18,1817.79,-130.56,12.0,Nestle India Ltd.,3420.59,2.198731797730801,35.818089861690524,0.12020882676718818,0.16290340594817684,2.198731797730801,-0.07182347795950028
3326,96.42,3577.32,12/31/2018,11886.88,10285.96,8273.49,8273.49,1860.45,1606.93,11626.93,2052.45,-52.41,12.0,Nestle India Ltd.,3673.7400000000002,2.252061931437717,43.74098330311889,0.1382075922018968,0.19422637846906204,2.252061931437717,-0.025535335818168532
3327,96.42,1822.45,12/31/2019,13012.38,11188.13,7324.75,7324.75,2197.88,1968.44,12763.94,2295.25,82.99,12.0,Nestle India Ltd.,1918.8700000000001,3.817220551678852,102.58329120784629,0.15421883838375924,0.2687381821905185,3.817220551678852,0.03615728134190175
3328,96.42,1922.92,12/31/2020,13903.59,11890.49,8046.12,8046.12,2500.48,2082.43,13752.84,2454.48,-321.46,12.0,Nestle India Ltd.,2019.3400000000001,3.984529598779799,103.12428813374666,0.1514181798086795,0.2588117005463503,3.984529598779799,-0.13096867768325673
3329,96.42,1988.06,12/31/2021,15298.96,13216.8,8353.87,8353.87,2613.02,2144.86,15149.71,2271.37,-1957.04,12.0,Nestle India Ltd.,2084.48,4.007651788455634,102.8966456862143,0.14157762755854733,0.2567504641561336,4.007651788455634,-0.8616121547788339
3330,71.44,807.44,3/31/2012,265.17,457.27,2598.81,2598.81,1220.89,-191.93,135.77,-168.28,-176.87,12.0,Network18 Media & Invst. Ltd.,878.8800000000001,2.956956581103222,-21.838021117786273,-1.4136407159166235,-0.07385303273421297,2.956956581103222,1.051045875921084
3331,523.22,2954.52,3/31/2013,369.55,399.22,4244.99,4244.99,278.13,-29.91,143.06,-68.57,-1546.82,12.0,Network18 Media & Invst. Ltd.,3477.74,1.2206174124575155,-0.8600412911833548,-0.20907311617503146,-0.007045952993999986,1.2206174124575155,22.558261630450637
3332,523.33,2879.4,3/31/2014,174.95,249.89,4257.43,4257.43,810.6,-74.94,112.5,-38.33,-27.08,12.0,Network18 Media & Invst. Ltd.,3402.73,1.2511806696387902,-2.202349290128808,-0.6661333333333334,-0.01760216844434318,1.2511806696387902,0.7064962170623532
3333,523.42,2191.28,3/31/2015,86.7,774.25,3551.43,3551.43,829.89,-687.55,74.32,-46.29,41.64,12.0,Network18 Media & Invst. Ltd.,2714.7000000000003,1.308221902972704,-25.326923785316975,-9.251210979547901,-0.1935980717626421,1.308221902972704,-0.8995463383020091
3334,523.47,2134.54,3/31/2016,92.44,167.53,3581.33,3581.33,917.28,-75.09,67.3,-39.93,-2.16,12.0,Network18 Media & Invst. Ltd.,2658.01,1.3473726584926315,-2.8250458049443004,-1.1157503714710253,-0.0209670708926572,1.3473726584926315,0.0540946656649136
3335,523.47,2015.99,3/31/2017,82.15,200.84,3976.99,3976.99,1431.66,-118.69,66.86,-57.01,-377.73,12.0,Network18 Media & Invst. Ltd.,2539.46,1.5660770400006299,-4.67382829420428,-1.7752019144481004,-0.029844178637612868,1.5660770400006299,6.625679705314858
3336,523.47,1823.29,3/31/2018,198.81,272.36,4502.04,4502.04,1898.01,-73.55,105.13,-76.59,38.39,12.0,Network18 Media & Invst. Ltd.,2346.76,1.9184066542807954,-3.134108302510695,-0.6996100066584229,-0.01633703832040586,1.9184066542807954,-0.5012403708055881
3337,523.47,1178.18,3/31/2019,144.54,779.19,4460.34,4460.34,2419.42,-634.65,126.92,-60.18,-351.23,12.0,Network18 Media & Invst. Ltd.,1701.65,2.6211853201304613,-37.29615373314136,-5.000393948944216,-0.142287359259608,2.6211853201304613,5.836324360252576
3338,523.47,651.15,3/31/2020,138.25,610.06,3777.54,3777.54,2543.84,-471.81,126.47,-73.41,53.18,12.0,Network18 Media & Invst. Ltd.,1174.62,3.215967717219186,-40.16703274250396,-3.7306080493397644,-0.12489874362680475,3.215967717219186,-0.7244244653316987
3339,523.47,513.69,3/31/2021,144.36,277.1,3734.21,3734.21,2640.82,-132.74,135.39,-5.65,5.13,12.0,Network18 Media & Invst. Ltd.,1037.16,3.60041845038374,-12.798411045547455,-0.9804269148386145,-0.03554700994320084,3.60041845038374,-0.9079646017699115
3340,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3341,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3342,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3343,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3344,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3345,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3346,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3347,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3348,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3349,,,,,,,,,,,,,,New India Assurance Co. Ltd.,,,,,,,
3350,14.92,389.52,3/31/2012,1628.63,1603.62,952.43,952.43,384.52,55.6,1628.09,60.34,-75.34,12.0,Nilkamal Ltd.,404.44,2.3549352190683415,13.74740381762437,0.03415044622840261,0.05837699358483039,2.3549352190683415,-1.2485913158766988
3351,14.92,414.19,3/31/2013,1845.3,1850.88,1036.15,1036.15,428.52,31.19,1840.15,74.31,-50.58,12.0,Nilkamal Ltd.,429.11,2.414648924518189,7.268532544102911,0.01694970518707714,0.030101819234666795,2.414648924518189,-0.6806620912394025
3352,14.92,447.82,3/31/2014,1751.46,1693.23,1003.38,1003.38,379.1,40.03,1747.93,154.79,-32.55,12.0,Nilkamal Ltd.,462.74,2.1683450749881144,8.650646151186411,0.022901374769012488,0.03989515437820168,2.1683450749881144,-0.2102849021254603
3353,14.92,477.51,3/31/2015,1918.95,1862.69,925.89,925.89,324.99,42.46,1912.71,152.02,-8.21,12.0,Nilkamal Ltd.,492.43,1.8802469386511789,8.622545336392989,0.0221988696665987,0.04585857931287734,1.8802469386511789,-0.054006051835284834
3354,14.92,570.27,3/31/2016,2000.6,1913.93,949.95,949.95,294.1,104.78,1991.08,166.63,-26.66,12.0,Nilkamal Ltd.,585.1899999999999,1.6233189220595023,17.905295715921326,0.052624706189605644,0.11030054213379652,1.6233189220595023,-0.15999519894376762
3355,14.92,682.21,3/31/2017,2106.87,2018.55,1048.09,1048.09,283.0,118.45,2094.85,99.48,-63.99,12.0,Nilkamal Ltd.,697.13,1.5034355141795648,16.991092048828772,0.05654342793040075,0.11301510366476163,1.5034355141795648,-0.6432448733413751
3356,14.92,782.25,3/31/2018,2115.94,2006.19,1194.92,1194.92,319.73,117.11,2107.96,112.39,-88.05,12.0,Nilkamal Ltd.,797.17,1.4989525446266168,14.690718416398008,0.05555608265811495,0.09800656110869346,1.4989525446266168,-0.7834326897410802
3357,14.92,869.47,3/31/2019,2329.25,2254.52,1238.21,1238.21,220.23,111.23,2304.18,171.05,-103.25,12.0,Nilkamal Ltd.,884.39,1.4000723662637524,12.577030495595833,0.048273138383286035,0.0898312887151614,1.4000723662637524,-0.6036246711487868
3358,14.92,938.66,3/31/2020,2092.36,1962.28,1495.63,1495.63,252.2,122.01,2081.48,251.26,-152.71,12.0,Nilkamal Ltd.,953.5799999999999,1.568436838020932,12.794941169068144,0.05861694563483675,0.08157766292465382,1.568436838020932,-0.6077768049032874
3359,14.92,1038.29,3/31/2021,1902.84,1817.82,1665.66,1665.66,300.42,103.42,1888.03,187.61,-114.93,12.0,Nilkamal Ltd.,1053.21,1.5815079613752243,9.819504182451743,0.05477667198084776,0.06208950205924378,1.5815079613752243,-0.6126006076435158
3360,10.51,1190.26,3/31/2012,642.32,366.21,1795.94,1795.94,384.44,276.11,,172.43,23.33,12.0,Nippon Life India Asset Mgmt. Ltd.,1200.77,1.4956569534548665,22.99441191901863,,0.1537412162989855,1.4956569534548665,0.1353012816795221
3361,11.27,1209.07,3/31/2013,713.03,515.49,1795.62,1795.62,362.03,197.54,,64.34,151.45,12.0,Nippon Life India Asset Mgmt. Ltd.,1220.34,1.4714096071586606,16.1872920661455,,0.11001214065336765,1.4714096071586606,2.3539011501398814
3362,11.27,1317.85,3/31/2014,780.17,476.23,1870.27,1870.27,396.86,303.94,,180.88,-1.37,12.0,Nippon Life India Asset Mgmt. Ltd.,1329.12,1.4071490911279645,22.867762128325513,,0.1625112951605918,1.4071490911279645,-0.0075740822644847425
3363,11.27,1304.59,3/31/2015,943.71,586.38,1890.94,1890.94,399.93,357.33,,-33.72,431.04,12.0,Nippon Life India Asset Mgmt. Ltd.,1315.86,1.4370373747967111,27.155624458529026,,0.18896950722920874,1.4370373747967111,-12.782918149466193
3364,11.52,1404.06,3/31/2016,1271.07,900.89,2243.45,2243.45,433.61,370.18,,232.26,-41.03,12.0,Nippon Life India Asset Mgmt. Ltd.,1415.58,1.5848274205625963,26.150411845321354,,0.1650047917270276,1.5848274205625963,-0.1766554723155085
3365,11.52,1808.84,3/31/2017,1400.43,995.65,2419.98,2419.98,158.3,404.78,,556.91,-293.73,12.0,Nippon Life India Asset Mgmt. Ltd.,1820.36,1.3293963831330067,22.236260959370675,,0.16726584517227414,1.3293963831330067,-0.5274281302185273
3366,612.0,1728.21,3/31/2018,1680.59,1233.02,2600.82,2600.82,251.09,447.57,,366.11,-238.81,12.0,Nippon Life India Asset Mgmt. Ltd.,2340.21,1.1113618008640251,19.125206712218134,,0.1720880337739636,1.1113618008640251,-0.65229029526645
3367,612.0,1920.25,3/31/2019,1591.27,1116.1,2736.49,2736.49,190.23,475.17,,390.86,-109.93,12.0,Nippon Life India Asset Mgmt. Ltd.,2532.25,1.080655543488992,18.76473491953796,,0.17364214742242803,1.080655543488992,-0.2812515990380187
3368,612.11,1936.88,3/31/2020,1226.82,814.52,2823.25,2823.25,184.59,412.3,,571.51,76.29,12.0,Nippon Life India Asset Mgmt. Ltd.,2548.9900000000002,1.1075955574560903,16.175034033087616,,0.14603736828123617,1.1075955574560903,0.1334884778919004
3369,616.5,2409.02,3/31/2021,1325.85,676.46,3304.6,3304.6,180.09,649.39,,433.41,-381.83,12.0,Nippon Life India Asset Mgmt. Ltd.,3025.52,1.0922419947645363,21.463748380443693,,0.19651092416631363,1.0922419947645363,-0.8809902863339563
3370,160.79,172.04,3/31/2012,542.7,518.45,551.05,551.05,98.01,33.99,515.97,-26.83,-50.57,12.0,Nocil Ltd.,332.83,1.6556500315476368,10.212420755340565,0.06587592301878016,0.06168224299065422,1.6556500315476368,1.8848304137159897
3371,160.79,203.25,3/31/2013,569.08,515.29,743.56,743.56,166.08,42.49,528.99,2.36,-77.51,12.0,Nocil Ltd.,364.03999999999996,2.0425227996923416,11.67179430831777,0.080322879449517,0.05714400989832698,2.0425227996923416,-32.84322033898305
3372,160.79,215.58,3/31/2014,657.56,644.33,774.41,774.41,237.94,23.62,645.27,44.5,-18.02,12.0,Nocil Ltd.,376.37,2.0575763211733133,6.275739299093977,0.03660483208579355,0.03050063919629137,2.0575763211733133,-0.4049438202247191
3373,160.79,252.64,3/31/2015,789.22,790.86,814.26,814.26,238.68,56.75,783.69,27.26,-5.09,12.0,Nocil Ltd.,413.42999999999995,1.9695232566577174,13.726628449798033,0.07241383710395692,0.0696951833566674,1.9695232566577174,-0.1867204695524578
