,Year,Company,Paid up equity capital (net of forfeited equity capital),Reserves and funds,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Equity,Retained profits/losses during the year,Net working capital,Market Capitalisation,Operating expenses of non-finance cos
2518,3/31/2012,Laxmi Organic Inds. Ltd.,10.01,147.71,553.62,525.23,371.21,371.21,116.51,36.32,552.04,-26.52453195397449,-14.288955853819369,157.72,33.8,95.68,8986.72,480.97
2519,3/31/2013,Laxmi Organic Inds. Ltd.,10.01,172.69,655.13,640.82,519.34,519.34,190.4,26.03,641.49,-51.24,-17.44,182.7,24.98,45.72,8913.82,595.5
2520,3/31/2014,Laxmi Organic Inds. Ltd.,10.01,182.96,858.98,841.86,573.26,573.26,252.42,10.86,855.0,-49.71,5.71,192.97,10.27,56.85,8528.11,780.09
2521,3/31/2015,Laxmi Organic Inds. Ltd.,10.01,200.17,1028.12,993.93,567.71,567.71,238.95,18.73,1026.34,138.22,-63.58,210.17999999999998,17.77,41.52,8479.07,928.42
2522,3/31/2016,Laxmi Organic Inds. Ltd.,10.01,223.84,971.02,956.45,590.91,590.91,265.36,24.57,968.3,84.44,-29.4,233.85,23.37,7.48,8463.16,900.18
2523,3/31/2017,Laxmi Organic Inds. Ltd.,10.01,294.04,1076.53,999.39,623.25,623.25,261.3,70.78,1073.76,143.16,-36.28,304.05,70.78,58.73,8464.49,940.72
2524,3/31/2018,Laxmi Organic Inds. Ltd.,10.01,369.62,1294.27,1216.73,846.7,846.7,391.35,76.73,1289.93,-0.23,-84.0,379.63,76.73,79.63,8306.75,1138.17
2525,3/31/2019,Laxmi Organic Inds. Ltd.,50.05,405.46,1435.04,1382.58,965.38,965.38,411.3,77.79,1428.69,194.15,-120.96,455.51,75.98,113.48,7860.07,1292.01
2526,3/31/2020,Laxmi Organic Inds. Ltd.,45.02,395.91,1393.09,1317.04,1036.59,1036.59,477.16,78.62,1358.68,134.58,-2.61,440.93,76.51,104.39,7934.3,1238.1
2527,3/31/2021,Laxmi Organic Inds. Ltd.,52.73,991.77,1615.6,1480.67,1743.04,1743.04,663.28,122.55,1606.1,122.07,-602.3,1044.5,114.67,522.48,7857.42,1383.94
2528,3/31/2012,Lemon Tree Hotels Ltd.,73.56,395.98,130.53,133.73,805.5,805.5,132.19,-3.2,121.31,32.461371434789214,-16.98421473064938,469.54,-3.2,-117.16,5209.02,92.82
2529,3/31/2013,Lemon Tree Hotels Ltd.,126.78,775.51,146.25,163.12,1237.32,1237.32,85.04,-16.87,142.73,8.871308254370057,-18.67259067547985,902.29,-16.87,-62.3,5205.06,119.09
2530,3/31/2014,Lemon Tree Hotels Ltd.,128.63,801.14,204.6,190.14,1338.69,1338.69,103.85,14.46,149.77,-8.12,-14.86,929.77,14.46,-58.85,5010.96,131.64
2531,3/31/2015,Lemon Tree Hotels Ltd.,776.49,161.7,224.95,225.68,1366.38,1366.38,99.0,-0.73,188.17,38.71,-32.11,938.19,-0.73,-66.78,4963.42,148.19
2532,3/31/2016,Lemon Tree Hotels Ltd.,778.04,136.05,196.96,214.56,1344.25,1344.25,109.72,-17.6,194.36,42.09,-19.33,914.0899999999999,-17.6,-78.55,4971.35,148.15
2533,3/31/2017,Lemon Tree Hotels Ltd.,781.21,146.01,229.11,222.5,1342.6,1342.6,110.92,6.61,219.26,71.85,-17.17,927.22,6.61,-84.98,4907.97,158.43
2534,3/31/2018,Lemon Tree Hotels Ltd.,786.39,174.71,243.38,221.24,1386.8,1386.8,110.95,22.14,231.23,50.99,-27.08,961.1,22.14,-66.07,4915.89,163.06
2535,3/31/2019,Lemon Tree Hotels Ltd.,789.3,242.05,316.79,253.55,1462.41,1462.41,94.22,63.24,273.5,85.91,-46.16,1031.35,63.24,-10.24,4761.4,182.3
2536,3/31/2020,Lemon Tree Hotels Ltd.,790.31,253.46,274.67,242.47,1655.98,1655.98,125.75,32.2,271.51,54.1,-54.45,1043.77,32.2,-8.88,4804.97,159.85
2537,3/31/2021,Lemon Tree Hotels Ltd.,790.42,212.82,86.95,127.68,1640.49,1640.49,105.51,-40.73,80.14,5.0,35.76,1003.24,-40.73,34.64,4709.91,64.19
2538,12/31/2012,Linde India Ltd.,85.28,1248.63,1490.15,1397.55,3498.12,3498.12,841.4,89.48,1401.53,96.26,-166.36,1333.91,74.61,-250.2,25563.95,1194.16
2539,12/31/2013,Linde India Ltd.,85.28,1342.05,1588.1,1514.14,4069.79,4069.79,956.29,77.33,1504.6,228.72,-385.18,1427.33,62.37,-285.55,25777.58,1261.62
2540,12/31/2014,Linde India Ltd.,85.28,1303.93,1638.05,1631.87,4053.7,4053.7,910.17,5.4,1600.94,271.44,-264.26,1389.21,-9.95,-355.59,25148.61,1334.66
2541,12/31/2015,Linde India Ltd.,85.28,1307.28,1738.83,1713.73,3893.46,3893.46,495.85,23.46,1693.77,242.37,-57.6,1392.56,15.76,69.82,25734.09,1472.45
2542,12/31/2016,Linde India Ltd.,85.28,1310.07,2013.83,2007.08,3863.46,3863.46,1037.27,13.41,1979.54,292.61,-127.79,1395.35,5.72,-242.6,25711.06,1687.31
2543,12/31/2017,Linde India Ltd.,85.28,1322.44,2131.75,2108.12,3685.81,3685.81,1045.22,18.94,2115.81,252.08,-59.29,1407.72,11.24,-327.85,25556.7,1783.55
2544,12/31/2018,Linde India Ltd.,85.28,1341.53,2215.37,2178.51,3728.04,3728.04,1391.15,33.49,2192.81,375.57,-72.8,1426.81,23.21,-343.48,24213.9,1852.64
2545,12/31/2019,Linde India Ltd.,85.28,2051.56,2624.06,1893.62,3399.41,3399.41,811.33,727.18,1763.21,326.74,981.29,2136.84,711.76,92.58,23544.84,1334.79
2546,12/31/2020,Linde India Ltd.,85.28,2118.44,1514.92,1363.37,3413.15,3413.15,743.47,155.54,1472.54,338.96,-54.13,2203.7200000000003,70.25,331.81,25348.18,1085.78
2547,12/31/2021,Linde India Ltd.,85.28,2605.73,2461.93,1945.36,4071.22,4071.22,897.94,513.94,2113.47,588.88,98.43,2691.01,488.35,965.57,24471.88,1562.58
2548,3/31/2012,Lupin Ltd.,89.33,3645.08,5455.64,4783.8,6213.24,6213.24,2033.86,804.37,5410.52,477.82,-397.93,3734.41,638.23,987.18,28107.27,4418.52
2549,3/31/2013,Lupin Ltd.,89.51,4757.2,7207.72,6129.73,7105.45,7105.45,1867.62,1260.43,7150.78,1008.24,-371.92,4846.71,1050.9,1878.15,28114.08,5489.13
2550,3/31/2014,Lupin Ltd.,89.68,6889.36,9475.18,7196.75,8894.86,8894.86,1498.07,2354.64,8977.57,1528.13,-446.51,6979.04,2060.74,3591.26,27825.44,6188.79
2551,3/31/2015,Lupin Ltd.,89.9,8937.84,10067.56,7841.01,11095.98,11095.98,1681.69,2397.35,9844.71,2851.52,-1177.99,9027.74,1991.54,4783.5,27670.89,6748.35
2552,3/31/2016,Lupin Ltd.,90.12,11822.95,11552.09,8893.94,14409.74,14409.74,1990.72,2830.87,11243.87,916.66,-2629.17,11913.070000000002,2424.81,4710.04,27889.08,7602.98
2553,3/31/2017,Lupin Ltd.,90.32,14689.92,12930.54,9974.47,18074.62,18074.62,2587.76,3141.33,12748.02,4369.61,-1958.07,14780.24,2734.23,5971.02,27409.53,8487.46
2554,3/31/2018,Lupin Ltd.,90.42,15694.54,10243.06,8813.73,18850.44,18850.44,2358.7,1344.66,10002.85,209.48,725.16,15784.960000000001,936.88,5283.48,27182.25,7928.02
2555,3/31/2019,Lupin Ltd.,90.5,17026.77,11728.8,10337.2,19847.22,19847.22,2013.68,1538.83,11316.64,3110.72,-2865.07,17117.27,1266.28,6356.06,27604.98,8689.56
2556,3/31/2020,Lupin Ltd.,90.6,17382.52,11512.89,10814.06,20877.06,20877.06,2576.99,727.55,11025.17,2219.49,-739.56,17473.12,454.73,7458.88,28625.46,9156.24
2557,3/31/2021,Lupin Ltd.,90.74,18474.79,11214.96,10038.2,22067.58,22067.58,2621.83,1258.62,11039.59,1570.08,-2507.52,18565.530000000002,986.74,6094.22,27845.9,9019.61
2558,3/31/2012,Lux Industries Ltd.,5.05,36.85,568.08,569.65,269.52,269.52,182.77,14.14,568.03,16.11,-2.99,41.9,12.85,63.01,5686.26,550.78
2559,3/31/2013,Lux Industries Ltd.,5.05,55.9,714.32,776.19,381.96,381.96,278.24,20.35,713.26,-40.22,-31.25,60.949999999999996,19.05,53.71,5651.33,750.97
2560,3/31/2014,Lux Industries Ltd.,5.05,85.5,871.14,785.22,433.19,433.19,233.03,31.38,870.63,-9.81,-13.27,90.55,29.6,141.64,5360.6,739.89
2561,3/31/2015,Lux Industries Ltd.,5.05,126.64,918.19,920.76,594.44,594.44,334.85,45.23,909.04,-18.97,-33.61,131.69,41.59,164.16,5312.92,872.73
2562,3/31/2016,Lux Industries Ltd.,5.05,173.55,941.42,903.87,601.52,601.52,271.24,51.34,941.02,81.1,-24.85,178.60000000000002,46.91,212.1,5327.61,857.81
2563,3/31/2017,Lux Industries Ltd.,5.05,240.61,960.1,906.91,689.65,689.65,371.58,59.65,958.58,20.52,-19.66,245.66000000000003,59.01,172.06,5287.28,841.34
2564,3/31/2018,Lux Industries Ltd.,5.05,313.32,1081.55,1056.06,874.83,874.83,541.91,77.88,1079.76,-2.33,-18.75,318.37,73.56,167.07,5368.24,977.06
2565,3/31/2019,Lux Industries Ltd.,5.05,408.63,1228.76,1092.39,807.14,807.14,375.73,101.31,1219.56,192.78,-15.08,413.68,95.22,256.6,5098.06,1003.69
2566,3/31/2020,Lux Industries Ltd.,5.05,737.19,1683.79,1571.69,1237.26,1237.26,460.21,180.74,1676.69,163.38,-16.14,742.24,139.64,525.96,5311.27,1472.18
2567,3/31/2021,Lux Industries Ltd.,5.05,1004.43,1957.82,1642.29,1476.34,1476.34,427.19,273.37,1942.77,392.93,-175.77,1009.4799999999999,267.06,776.77,5164.93,1517.42
2568,3/31/2012,M A S Financial Services Ltd.,10.0,30.65,109.4,91.07,589.3,589.3,363.28,18.33,0.06,38.48,0.38,40.65,8.46,-233.4,2951.2,24.37
2569,3/31/2013,M A S Financial Services Ltd.,10.0,40.6,137.41,121.62,767.9,767.9,520.44,15.79,0.07,-11.2,4.32,50.6,6.98,-337.38,2891.62,27.78
2570,3/31/2014,M A S Financial Services Ltd.,16.0,55.75,177.41,146.4,1073.72,1073.72,740.21,31.01,0.06,-88.75,0.49,71.75,21.17,-526.21,2856.37,32.32
2571,3/31/2015,M A S Financial Services Ltd.,16.0,81.39,226.52,187.52,1483.03,1483.03,1082.16,39.0,0.04,-139.67,-1.75,97.39,26.36,-826.45,2842.15,34.17
2572,3/31/2016,M A S Financial Services Ltd.,16.0,118.4,293.9,240.51,1814.4,1814.4,1129.81,53.39,0.15,-395.53,281.98,134.4,37.01,-880.61,2885.61,52.54
2573,3/31/2017,M A S Financial Services Ltd.,42.96,236.51,341.52,274.15,2058.47,2058.47,1229.68,67.37,0.15,-332.11,334.46,279.46999999999997,48.73,-1082.24,2747.86,58.39
2574,3/31/2018,M A S Financial Services Ltd.,54.66,719.19,450.89,347.46,2759.4,2759.4,677.85,103.43,0.15,-542.8,291.61,773.85,93.56,-1490.39,2739.11,63.51
2575,3/31/2019,M A S Financial Services Ltd.,54.66,855.15,572.58,420.46,3906.52,3906.52,959.32,152.12,0.2,-619.38,429.63,909.81,128.04,-1572.95,2689.65,71.35
2576,3/31/2020,M A S Financial Services Ltd.,54.66,926.24,673.68,507.13,4854.85,4854.85,1282.2,166.55,0.24,179.07,2.9,980.9,90.07,-1222.54,2726.27,75.05
2577,3/31/2021,M A S Financial Services Ltd.,54.66,1117.9,593.9,450.4,5460.29,5460.29,980.0,143.5,0.24,-575.63,-199.4,1172.5600000000002,143.5,-1195.26,2681.72,47.92
2578,3/31/2012,M M T C Ltd.,100.0,1321.39,67078.06,67284.97,12929.03,12929.03,11234.2,70.72,66288.73,-1318.22,682.63,1421.39,41.66,630.8,6007.5,66537.04
2579,3/31/2013,M M T C Ltd.,100.0,1240.78,28993.15,29055.0,7149.52,7149.52,5184.9,-70.62,28459.84,540.4,282.05,1340.78,-80.62,724.68,5917.5,28564.17
2580,3/31/2014,M M T C Ltd.,100.0,1241.86,25512.42,24921.03,5681.67,5681.67,3719.66,18.64,25079.84,56.66,139.31,1341.86,1.09,722.34,5662.5,24484.28
2581,3/31/2015,M M T C Ltd.,100.0,1259.18,18482.47,18462.98,6610.47,6610.47,4667.83,47.91,18264.73,-308.49,104.46,1359.18,17.82,-8.61,5587.5,18320.56
2582,3/31/2016,M M T C Ltd.,100.0,1312.13,12747.07,12789.96,4436.68,4436.68,2398.53,54.89,12531.7,-95.63,84.63,1412.13,24.8,227.81,5572.5,12739.44
2583,3/31/2017,M M T C Ltd.,100.0,1334.06,11859.33,13770.21,6739.77,6739.77,4857.42,57.06,11681.39,300.48,-96.1,1434.06,20.95,989.24,5257.5,13697.92
2584,3/31/2018,M M T C Ltd.,100.0,1349.45,16515.51,15814.53,6073.27,6073.27,4179.92,48.84,15914.01,-472.39,134.44,1449.45,12.73,1148.6,5130.0,15763.21
2585,3/31/2019,M M T C Ltd.,150.0,1339.25,29001.99,27467.27,5123.22,5123.22,3172.52,81.43,28517.48,-329.14,5.56,1489.25,45.26,1233.18,4822.5,27317.32
2586,3/31/2020,M M T C Ltd.,150.0,1034.15,24177.79,24360.94,7245.55,7245.55,5572.05,-227.11,24046.37,-2517.39,-60.69,1184.15,-281.36,1338.59,5175.0,24162.94
2587,3/31/2021,M M T C Ltd.,150.0,272.46,26437.8,27045.64,6175.28,6175.28,5431.19,-769.69,26356.41,1600.26,35.53,422.46,-769.69,104.57,5077.5,26279.78
2588,3/31/2012,M O I L Ltd.,168.0,2273.31,1108.99,678.26,2766.33,2766.33,229.58,410.77,907.38,350.34,-43.81,2441.31,313.01,2240.73,3178.44,451.04
2589,3/31/2013,M O I L Ltd.,168.0,2597.64,1210.3,750.35,3155.68,3155.68,275.38,431.72,976.99,343.41,-47.66,2765.64,324.33,2454.19,3145.88,511.25
2590,3/31/2014,M O I L Ltd.,168.0,2959.34,1339.96,824.67,3489.94,3489.94,227.36,509.11,1030.84,740.19,-76.27,3127.34,361.7,2841.35,3048.21,526.76
2591,3/31/2015,M O I L Ltd.,168.0,3213.69,1155.5,823.08,3651.39,3651.39,245.36,428.01,834.99,27.62,180.8,3381.69,256.65,2949.11,3072.63,553.84
2592,3/31/2016,M O I L Ltd.,168.0,3285.37,886.75,726.76,3730.83,3730.83,254.96,172.98,634.95,-23.89,145.41,3453.37,71.67,2996.45,3050.24,575.29
2593,3/31/2017,M O I L Ltd.,133.19,2672.15,1210.97,856.72,3097.72,3097.72,268.78,305.83,989.98,117.83,275.64,2805.34,225.68,2297.9,2963.76,639.83
2594,3/31/2018,M O I L Ltd.,257.61,2541.6,1501.19,1059.76,3245.39,3245.39,423.41,421.99,1323.48,528.61,-207.5,2799.21,229.63,2146.92,2865.07,769.38
2595,3/31/2019,M O I L Ltd.,257.61,2825.11,1631.48,1158.45,3612.46,3612.46,511.23,473.89,1441.1,423.77,-255.88,3082.7200000000003,303.08,2253.05,2821.32,838.71
2596,3/31/2020,M O I L Ltd.,237.33,2526.05,1219.19,1039.3,3302.63,3302.63,473.02,248.22,1040.35,57.97,687.33,2763.38,69.21,1834.5,2900.68,848.38
2597,3/31/2021,M O I L Ltd.,237.33,2582.58,1296.91,1053.19,3391.24,3391.24,501.75,176.63,1179.88,290.67,-360.09,2819.91,46.1,1817.93,2926.12,833.57
2598,9/30/2011,M R F Ltd.,4.24,2293.53,11075.07,10787.39,6351.29,6351.29,2112.1,619.42,10644.86,633.69,-1110.8,2297.77,607.09,852.5,29838.18,10158.12
2599,9/30/2012,M R F Ltd.,4.24,2853.56,13093.86,12558.83,7232.07,7232.07,2072.36,572.36,13061.75,1022.77,-966.24,2857.7999999999997,560.03,1551.36,29656.96,11805.05
2600,9/30/2013,M R F Ltd.,4.24,3640.9,13482.15,12705.71,8285.14,8285.14,2321.07,802.21,13453.12,1476.35,-937.07,3645.14,787.34,2287.77,29077.81,11666.3
2601,9/30/2014,M R F Ltd.,4.24,4513.4,14714.41,13807.07,9824.86,9824.86,2610.83,897.89,14649.33,1686.84,-1784.71,4517.639999999999,872.5,2654.83,28915.1,12661.7
2602,3/31/2016,M R F Ltd.,4.24,7156.97,22483.21,20047.73,13212.2,13212.2,4011.19,2473.9,22162.04,3407.23,-3406.22,7161.21,2448.47,2087.43,29027.32,17699.59
2603,3/31/2017,M R F Ltd.,4.24,8540.18,15078.01,13850.85,15027.91,15027.91,4478.92,1451.08,14742.99,1790.19,-1393.89,8544.42,1400.05,2587.92,28507.46,12355.68
2604,3/31/2018,M R F Ltd.,4.24,9599.96,15689.37,14412.0,16401.42,16401.42,4550.71,1092.28,15372.01,2528.97,-1969.64,9604.199999999999,1061.67,3075.53,28790.53,12904.63
2605,3/31/2019,M R F Ltd.,4.24,10649.06,16254.47,15766.2,18293.89,18293.89,5438.53,1096.87,15914.75,1380.22,-1309.83,10653.3,1066.21,2817.31,28288.06,14148.56
2606,3/31/2020,M R F Ltd.,4.24,12000.11,16321.64,14901.78,19224.65,19224.65,5177.93,1394.98,16035.23,2077.81,-168.31,12004.35,1364.32,2729.65,28877.45,13606.68
2607,3/31/2021,M R F Ltd.,4.24,13174.62,16128.58,14520.16,22343.3,22343.3,7184.81,1249.06,15942.78,4687.27,-5062.86,13178.86,1206.65,2896.04,28861.21,12606.21
2608,3/31/2012,Macrotech Developers Ltd.,108.11,68.36,522.22,521.89,2249.22,2249.22,2004.86,30.36,289.55,-225.56,-271.09,176.47,30.36,-1541.96,53188.07,301.01
2609,3/31/2013,Macrotech Developers Ltd.,108.11,576.61,816.62,1248.51,4177.32,4177.32,3404.14,16.24,452.15,-592.91,-463.92,684.72,16.24,-1979.26,52935.22,882.66
2610,3/31/2014,Macrotech Developers Ltd.,108.11,576.74,805.53,1019.21,5370.84,5370.84,4573.1,0.14,457.84,-180.82,-452.67,684.85,0.14,-2610.0,53159.17,598.4
2611,3/31/2015,Macrotech Developers Ltd.,108.11,777.63,1254.69,1226.38,9180.73,9180.73,8203.72,28.31,825.29,196.32592784238048,439.5845460207966,885.74,28.31,-5196.37,52761.85,620.02
2612,3/31/2016,Macrotech Developers Ltd.,108.11,452.1,1746.0,1832.28,8853.51,8853.51,7639.47,10.15,1181.86,557.28,1021.85,560.21,10.15,-4513.08,50625.95,1024.9
2613,3/31/2017,Macrotech Developers Ltd.,113.11,4205.91,6018.44,5610.1,29613.51,29613.51,24470.45,408.34,5978.16,1743.51,-1542.14,4319.0199999999995,408.34,-605.51,49944.48,4848.42
2614,3/31/2018,Macrotech Developers Ltd.,395.88,4625.49,8028.81,8925.9,30289.36,30289.36,24489.79,520.76,7442.82,834.94,277.33,5021.37,520.76,1993.35,50262.34,5958.65
2615,3/31/2019,Macrotech Developers Ltd.,395.88,3224.63,9790.6,8346.85,36302.82,36302.82,31542.23,1212.18,9515.75,948.43,276.33,3620.51,1212.18,-176.76,48559.88,6745.32
2616,3/31/2020,Macrotech Developers Ltd.,395.88,3941.32,8556.74,6361.35,35605.45,35605.45,29509.01,433.01,8114.76,2000.33,-146.71,4337.2,433.01,108.9,49722.94,4540.07
2617,3/31/2021,Macrotech Developers Ltd.,395.88,3758.08,4684.81,4169.33,33695.92,33695.92,26757.91,-185.72,4299.69,3456.02,495.53,4153.96,-185.72,1180.63,48795.86,2847.47
2618,3/31/2012,Mahanagar Gas Ltd.,89.34,977.7,1489.91,1182.23,1551.36,1551.36,404.35,307.74,1432.09,427.95,-325.68,1067.04,151.99,13.38,7615.77,968.8
2619,3/31/2013,Mahanagar Gas Ltd.,89.34,1093.29,1683.84,1385.36,1787.48,1787.48,511.61,298.51,1650.95,438.88,-285.36,1182.6299999999999,115.59,-15.83,7556.99,1167.48
2620,3/31/2014,Mahanagar Gas Ltd.,89.34,1207.62,2086.23,1789.09,1980.43,1980.43,577.05,297.25,2051.74,397.64,-199.86,1296.9599999999998,114.33,8.43,7322.89,1561.4
2621,3/31/2015,Mahanagar Gas Ltd.,89.34,1318.12,2332.39,2031.47,2173.23,2173.23,632.95,301.0,2291.68,426.7,-260.71,1407.4599999999998,112.82,28.51,7406.36,1801.69
2622,3/31/2016,Mahanagar Gas Ltd.,89.34,1631.15,2332.67,2021.71,2378.64,2378.64,507.45,310.89,2285.13,419.05,-222.21,1720.49,122.71,205.33,7527.85,1774.84
2623,3/31/2017,Mahanagar Gas Ltd.,98.78,1741.26,2293.04,1899.57,2636.04,2636.04,631.96,393.43,2239.07,532.27,-263.31,1840.04,111.81,133.53,7118.91,1591.77
2624,3/31/2018,Mahanagar Gas Ltd.,98.78,1996.57,2510.6,2032.78,3023.99,3023.99,727.2,477.87,2452.92,652.14,-418.66,2095.35,254.28,220.72,6908.02,1668.84
2625,3/31/2019,Mahanagar Gas Ltd.,98.78,2300.09,3134.51,2588.22,3460.32,3460.32,827.26,546.39,3056.79,684.64,-438.55,2398.8700000000003,302.27,329.05,6695.16,2154.09
2626,3/31/2020,Mahanagar Gas Ltd.,98.78,2853.88,3363.84,2570.28,4170.04,4170.04,955.86,793.51,3264.61,985.25,-754.85,2952.6600000000003,555.34,546.05,7083.35,2194.29
2627,3/31/2021,Mahanagar Gas Ltd.,98.78,3133.59,2421.58,1801.9,4643.33,4643.33,1119.26,619.58,2337.91,805.52,-443.9,3232.3700000000003,278.79,629.48,7289.8,1397.62
2628,3/31/2012,Maharashtra Scooters Ltd.,11.43,191.07,71.5,77.75,239.74,239.74,8.35,-6.49,7.38,-45.35,60.98,202.5,-7.82,34.01,4286.17,76.46
2629,3/31/2013,Maharashtra Scooters Ltd.,11.43,213.17,60.8,12.23,282.75,282.75,33.52,48.84,7.51,-7.54,33.16,224.6,22.1,7.34,4255.71,11.12
2630,3/31/2014,Maharashtra Scooters Ltd.,11.43,227.34,58.06,10.34,300.3,300.3,40.93,47.6,4.69,-5.7,14.76,238.77,14.17,3.65,4163.43,9.4
2631,3/31/2015,Maharashtra Scooters Ltd.,11.43,240.83,70.78,16.8,318.33,318.33,49.37,54.76,7.81,-10.11,40.7,252.26000000000002,13.49,8.08,4114.91,13.57
2632,3/31/2016,Maharashtra Scooters Ltd.,11.43,300.56,118.28,16.48,337.35,337.35,11.44,101.0,10.09,-7.97,81.3,311.99,59.73,46.32,4260.97,15.72
2633,3/31/2017,Maharashtra Scooters Ltd.,11.43,6541.06,30.3,17.93,6572.8,6572.8,9.1,13.07,9.54,-33.51,35.36,6552.490000000001,13.07,74.63,4143.08,16.1
2634,3/31/2018,Maharashtra Scooters Ltd.,11.43,8213.85,82.55,21.69,8243.51,8243.51,10.18,60.76,12.64,0.66,40.14,8225.28,19.49,92.32,4199.6,20.19
2635,3/31/2019,Maharashtra Scooters Ltd.,11.43,11311.79,95.93,23.24,11723.47,11723.47,9.87,72.8,14.49,0.66,44.59,11323.220000000001,27.34,163.71,4125.88,20.07
2636,3/31/2020,Maharashtra Scooters Ltd.,11.43,8199.35,214.11,35.9,8226.75,8226.75,12.12,179.94,15.37,-7.01,194.69,8210.78,65.59,183.57,4239.31,21.92
2637,3/31/2021,Maharashtra Scooters Ltd.,11.43,16232.14,31.06,22.54,17280.32,17280.32,11.18,8.81,15.28,-5.69,-67.72,16243.57,8.81,92.66,4166.28,20.0
2638,3/31/2012,Mahindra & Mahindra Financial Services Ltd.,102.68,2848.34,2831.27,2210.75,18561.98,18561.98,5888.05,620.52,0.17030929051464128,-5927.25,657.57,2951.02,452.36,-4952.33,23110.59,494.32
2639,3/31/2013,Mahindra & Mahindra Financial Services Ltd.,112.6,4341.96,3959.77,3077.08,25492.58,25492.58,7469.17,882.69,0.1517187748822083,-6952.73,765.23,4454.56,643.81,-6307.87,22746.11,600.36
2640,3/31/2014,Mahindra & Mahindra Financial Services Ltd.,112.71,4981.52,4953.59,4066.36,31665.92,31665.92,9073.87,887.23,0.12489383026439092,-5917.46,759.44,5094.2300000000005,635.65,-7539.61,21343.78,889.72
2641,3/31/2015,Mahindra & Mahindra Financial Services Ltd.,112.83,5556.59,5586.94,4755.16,35074.17,35074.17,13987.16,831.78,0.08217978728392786,-2988.99,-15.53,5669.42,560.03,-11401.41,21288.18,967.55
2642,3/31/2016,Mahindra & Mahindra Financial Services Ltd.,112.92,5975.19,5908.24,5235.64,39579.51,39579.51,15278.88,672.6,0.01,-3381.41,-506.37,6088.11,401.33,-11857.78,21936.83,1140.34
2643,3/31/2017,Mahindra & Mahindra Financial Services Ltd.,113.01,6364.24,6239.57,5839.34,45836.81,45836.81,16970.88,400.23,0.11819122103253286,-4906.89,-256.47,6477.25,400.23,-12921.52,21189.34,1406.92
2644,3/31/2018,Mahindra & Mahindra Financial Services Ltd.,122.9,9499.03,7213.0,6136.91,55880.15,55880.15,6054.54,1076.09,0.03,-7105.88,-1034.54,9621.93,915.12,-6677.03,21146.09,1376.14
2645,3/31/2019,Mahindra & Mahindra Financial Services Ltd.,122.98,10785.05,9939.57,8382.51,69141.01,69141.01,5189.8,1557.06,0.72,-10918.07,1244.65,10908.029999999999,1263.28,-4850.6,20515.97,1756.88
2646,3/31/2020,Mahindra & Mahindra Financial Services Ltd.,123.07,11240.79,10370.55,9464.15,77352.58,77352.58,6143.25,906.4,8.75,-3151.18,565.54,11363.86,428.54,-1617.58,21238.76,1859.59
2647,3/31/2021,Mahindra & Mahindra Financial Services Ltd.,246.4,14465.11,10539.37,10204.22,81927.43,81927.43,8210.19,335.15,17.11,5016.64,-6755.6,14711.51,335.15,-487.63,20917.52,1475.45
2648,3/31/2012,Mahindra & Mahindra Ltd.,294.52,11810.17,34946.35,32664.79,24051.92,24051.92,7407.68,2878.89,34348.18,2734.95,-1803.53,12104.69,2010.28,196.11,129932.27,31198.9
2649,3/31/2013,Mahindra & Mahindra Ltd.,295.16,14363.76,44067.6,40802.09,27764.39,27764.39,8221.92,3352.82,43412.65,4145.71,-2895.97,14658.92,2461.67,662.02,128975.01,38805.82
2650,3/31/2014,Mahindra & Mahindra Ltd.,295.16,16496.03,43890.96,40402.42,31641.27,31641.27,8845.72,3758.35,43120.18,3727.64,-2362.06,16791.19,2789.58,2268.43,124928.42,38911.24
2651,3/31/2015,Mahindra & Mahindra Ltd.,295.7,18959.39,41826.53,38199.63,33307.83,33307.83,9026.21,3323.91,40632.52,3219.49,-2423.09,19255.09,2477.02,986.01,126656.46,36409.4
2652,3/31/2016,Mahindra & Mahindra Ltd.,296.32,22126.85,44589.53,41642.93,36537.63,36537.63,9902.79,3204.57,43401.93,5470.5,-3537.93,22423.17,2357.62,1340.8,127501.83,39488.35
2653,3/31/2017,Mahindra & Mahindra Ltd.,296.81,26488.81,49543.07,45841.81,41629.34,41629.34,9692.76,3643.39,47014.11,3710.0,-2777.43,26785.620000000003,2802.27,2522.46,124959.5,43328.56
2654,3/31/2018,Mahindra & Mahindra Ltd.,594.97,29699.07,50917.19,46366.31,49007.85,49007.85,13389.52,4356.01,49208.57,7027.08,-4964.28,30294.04,3430.76,2522.78,124051.97,43601.36
2655,3/31/2019,Mahindra & Mahindra Ltd.,595.8,33613.43,56191.43,52345.58,54380.35,54380.35,14280.86,4796.04,53368.92,4923.87,-2548.71,34209.23,3784.12,3338.59,122143.67,48787.64
2656,3/31/2020,Mahindra & Mahindra Ltd.,596.52,33871.32,48522.64,46782.6,51112.62,51112.62,11142.37,1330.55,45311.33,3677.83,-2575.72,34467.84,143.22,3970.22,124076.83,40372.43
2657,3/31/2021,Mahindra & Mahindra Ltd.,597.39,33904.53,46548.2,46519.54,60653.49,60653.49,15372.98,268.66,44734.02,9119.89,-14563.81,34501.92,-23.49,4680.12,122410.95,39847.94
