,Year,Company,Paid up equity capital (net of forfeited equity capital),Reserves and funds,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Equity,Retained profits/losses during the year,Net working capital,Market Capitalisation,Operating expenses of non-finance cos
2381,3/31/2013,Kalpataru Power Transmission Ltd.,30.69,1815.63,3474.9,3417.32,4169.61,4169.61,2080.26,137.65,3421.54,200.91,-207.8,1846.3200000000002,111.43,548.86,5427.0,3158.06
2382,3/31/2014,Kalpataru Power Transmission Ltd.,30.69,1923.47,4225.12,4122.01,4613.12,4613.12,2470.05,146.37,4175.92,84.27,-96.45,1954.16,119.99,475.79,5280.32,3776.87
2383,3/31/2015,Kalpataru Power Transmission Ltd.,30.69,2040.09,4546.52,4419.71,4837.35,4837.35,2403.75,165.61,4487.82,37.27,-46.26,2070.7799999999997,138.37,747.03,5300.42,4066.33
2384,3/31/2016,Kalpataru Power Transmission Ltd.,30.69,2184.2,4479.96,4183.71,5315.92,5315.92,2731.98,192.43,4419.99,755.52,-167.93,2214.89,137.48,629.46,5249.79,3802.49
2385,3/31/2017,Kalpataru Power Transmission Ltd.,30.69,2448.02,5063.36,4793.19,6164.59,6164.59,3281.11,269.07,5007.36,321.73,-211.44,2478.71,269.07,748.72,5246.82,4396.43
2386,3/31/2018,Kalpataru Power Transmission Ltd.,30.69,2739.36,5827.14,5525.77,7346.47,7346.47,3983.65,322.0,5778.03,103.48,-187.56,2770.05,285.75,919.74,5384.56,5054.37
2387,3/31/2019,Kalpataru Power Transmission Ltd.,30.69,3121.47,7188.14,6782.23,8323.13,8323.13,4430.12,401.3,7116.66,525.35,-172.55,3152.16,356.44,1666.95,5293.72,6265.63
2388,3/31/2020,Kalpataru Power Transmission Ltd.,30.94,3504.65,8027.13,7626.23,9703.39,9703.39,5573.95,463.05,7903.49,242.93,-476.62,3535.59,343.89,1285.61,5346.59,7090.14
2389,3/31/2021,Kalpataru Power Transmission Ltd.,29.78,3833.02,7925.29,7291.6,9714.04,9714.04,5228.93,615.22,7670.13,197.88,246.01,3862.8,488.65,1668.18,5319.78,6758.68
2390,3/31/2012,Kalyan Jewellers India Ltd.,68.23,247.16,4867.41,5409.17,1639.3,1639.3,1213.22,133.77,4862.03,-182.46,-85.65,315.39,133.77,242.33,6211.22,5238.69
2391,3/31/2013,Kalyan Jewellers India Ltd.,70.43,516.77,7208.21,7481.67,3096.82,3096.82,2301.04,249.8,7195.05,-410.05,-92.64,587.2,249.8,533.77,6164.87,7167.3
2392,3/31/2014,Kalyan Jewellers India Ltd.,70.43,688.7,7353.16,7103.86,4092.37,4092.37,3320.75,171.93,7342.65,-30.89,-213.01,759.1300000000001,171.93,101.86,6046.41,6726.25
2393,3/31/2015,Kalyan Jewellers India Ltd.,704.26,579.62,7431.94,7710.34,4653.23,4653.23,3052.92,51.84,7289.29,-81.31,-613.04,1283.88,51.84,384.02,6005.21,7374.62
2394,3/31/2016,Kalyan Jewellers India Ltd.,704.26,611.82,8128.95,8164.16,5371.69,5371.69,3648.55,24.59,7981.27,690.96,-467.15,1316.08,24.59,221.43,6046.41,7823.06
2395,3/31/2017,Kalyan Jewellers India Ltd.,839.24,641.64,7606.55,8012.06,5514.82,5514.82,3763.97,114.48,7539.51,49.87,-115.06,1480.88,114.48,-230.89,5969.16,7581.15
2396,3/31/2018,Kalyan Jewellers India Ltd.,839.24,1122.01,8319.02,8672.55,6645.03,6645.03,2978.59,137.59,8213.87,990.71,-319.65,1961.25,137.59,1158.45,5866.15,8255.5
2397,3/31/2019,Kalyan Jewellers India Ltd.,839.24,1167.14,7506.58,6950.08,6044.7,6044.7,3807.7,44.93,7411.74,430.51,143.46,2006.38,44.93,-94.46,5752.85,6589.06
2398,3/31/2020,Kalyan Jewellers India Ltd.,839.24,1199.08,7944.12,7825.17,6801.72,6801.72,3934.52,156.35,7773.33,495.75,3.86,2038.32,156.35,8.44,5876.45,7209.27
2399,3/31/2021,Kalyan Jewellers India Ltd.,1030.05,1995.39,7378.38,7763.37,8062.97,8062.97,4389.34,138.23,7297.17,115.07,-309.93,3025.44,138.23,533.64,5974.31,7155.42
2400,3/31/2013,Kansai Nerolac Paints Ltd.,53.89,1232.08,3511.66,3287.45,2074.03,2074.03,636.17,292.18,3373.63,223.61,-148.22,1285.97,222.82,408.01,21594.51,3112.93
2401,3/31/2014,Kansai Nerolac Paints Ltd.,53.89,1369.3,3752.89,3638.02,2266.03,2266.03,687.75,206.57,3733.89,189.26,-112.46,1423.19,137.21,513.75,21481.34,3472.89
2402,3/31/2015,Kansai Nerolac Paints Ltd.,53.89,1542.93,4238.95,3907.27,2353.92,2353.92,607.61,267.16,4210.54,302.49,-238.74,1596.8200000000002,175.93,667.47,20996.31,3713.2
2403,3/31/2016,Kansai Nerolac Paints Ltd.,53.89,2448.98,5170.0,4292.68,3219.36,3219.36,671.03,898.85,4607.31,389.57,145.32,2502.87,807.62,1475.02,21325.05,4048.86
2404,3/31/2017,Kansai Nerolac Paints Ltd.,53.89,2751.43,5039.46,4576.74,3635.8,3635.8,707.74,505.94,4939.93,344.96,-566.75,2805.3199999999997,307.18,1621.94,21529.84,4253.44
2405,3/31/2018,Kansai Nerolac Paints Ltd.,53.89,3071.23,5276.59,4799.1,4111.45,4111.45,867.01,516.4,5204.17,377.37,-154.77,3125.12,320.89,1597.08,20791.52,4454.49
2406,3/31/2019,Kansai Nerolac Paints Ltd.,53.89,3370.58,5754.12,5484.75,4354.29,4354.29,789.78,467.35,5692.24,110.41,85.5,3424.47,298.43,1320.71,19950.81,5150.54
2407,3/31/2020,Kansai Nerolac Paints Ltd.,53.89,3732.98,5525.87,4939.26,4643.68,4643.68,692.96,535.4,5499.01,620.61,-343.91,3786.87,366.48,1498.22,20594.82,4669.13
2408,3/31/2021,Kansai Nerolac Paints Ltd.,53.89,4023.13,5406.63,4975.5,5307.04,5307.04,1024.65,530.6,5367.78,654.7,-465.33,4077.02,293.48,1858.37,20201.41,4626.77
2409,3/31/2022,Kansai Nerolac Paints Ltd.,53.89,4117.04,6701.28,6607.89,5470.47,5470.47,1056.26,374.33,6668.42,59.09,251.46,4170.93,91.4,1876.77,19525.06,6305.08
2410,3/31/2012,Kei Industries Ltd.,13.39,213.7,1838.48,1852.37,1233.62,1233.62,843.96,24.33,1823.16,32.24,-14.48,227.08999999999997,22.77,17.29,11700.64,1714.52
2411,3/31/2013,Kei Industries Ltd.,14.05,241.53,1826.38,1843.42,1209.96,1209.96,812.93,26.34,1812.29,149.26,-15.04,255.58,24.7,29.18,11669.1,1692.19
2412,3/31/2014,Kei Industries Ltd.,14.75,253.91,1764.88,1796.81,1269.26,1269.26,839.76,11.6,1751.89,83.47,-21.87,268.65999999999997,9.79,61.77,11404.65,1646.62
2413,3/31/2015,Kei Industries Ltd.,15.45,288.4,2175.75,2194.09,1366.39,1366.39,899.23,34.25,2157.8,197.87,-16.62,303.84999999999997,30.53,117.98,11232.09,2021.61
2414,3/31/2016,Kei Industries Ltd.,15.45,351.18,2503.76,2396.02,1497.09,1497.09,897.96,62.2,2498.03,185.16,-97.5,366.63,57.55,173.75,11333.46,2200.48
2415,3/31/2017,Kei Industries Ltd.,15.56,445.35,2842.5,2791.35,1923.01,1923.01,1333.76,93.83,2832.0,-28.83,-62.75,460.91,89.18,104.32,11090.63,2595.36
2416,3/31/2018,Kei Industries Ltd.,15.67,588.86,3505.72,3393.78,2310.38,2310.38,1500.95,144.56,3493.55,189.36,-76.33,604.53,138.94,307.02,10724.35,3177.22
2417,3/31/2019,Kei Industries Ltd.,15.79,763.1,4234.56,4157.29,2797.08,2797.08,1830.69,181.87,4222.65,623.98,-275.05,778.89,172.42,158.64,10871.67,3854.78
2418,3/31/2020,Kei Industries Ltd.,17.9,1488.85,4901.94,4783.08,3302.46,3302.46,1672.27,255.1,4883.64,-13.1,11.03,1506.75,227.49,843.66,10736.96,4499.37
2419,3/31/2021,Kei Industries Ltd.,17.97,1759.67,4203.28,3824.67,3053.04,3053.04,1164.81,273.31,4181.4,153.93,75.37,1777.64,255.34,1267.05,10319.33,3608.17
2420,3/31/2012,Krishna Institute Of Medical Sciences Ltd.,3.83,156.82,186.21,169.59,392.7,392.7,84.24,16.62,183.35,39.51,-104.74,160.65,16.62,-45.04,9908.64,143.47
2421,3/31/2013,Krishna Institute Of Medical Sciences Ltd.,3.83,189.8,296.94,279.37,572.66,572.66,188.12,17.57,293.58,87.29,-116.08,193.63000000000002,17.57,-127.39,9855.82,232.04
2422,3/31/2014,Krishna Institute Of Medical Sciences Ltd.,5.61,196.16,353.65,346.79,629.53,629.53,189.41,6.86,349.65,71.1,-53.2,201.77,6.86,-97.83,9585.73,281.89
2423,3/31/2015,Krishna Institute Of Medical Sciences Ltd.,8.8,234.33,398.49,390.93,649.76,649.76,164.4,7.56,393.96,17.0,-25.27,243.13000000000002,7.56,-66.49,9632.14,318.66
2424,3/31/2016,Krishna Institute Of Medical Sciences Ltd.,70.4,191.04,489.66,469.63,654.3,654.3,167.95,20.03,485.16,47.93217705848699,-51.58452136643668,261.44,20.03,-58.73,9616.54,378.75
2425,3/31/2017,Krishna Institute Of Medical Sciences Ltd.,50.15,-169.76,538.98,610.96,772.11,772.11,634.91,-71.98,535.74,79.73,-100.06,-119.60999999999999,-71.98,-475.92,9559.72,480.01
2426,3/31/2018,Krishna Institute Of Medical Sciences Ltd.,50.15,-249.21,632.68,713.94,813.5,813.5,731.89,-81.26,628.24,94.25,-52.04,-199.06,-81.26,-568.31,9423.27,563.63
2427,3/31/2019,Krishna Institute Of Medical Sciences Ltd.,74.49,429.12,713.39,590.41,903.58,903.58,176.47,-43.66,706.92,108.75,-98.83,503.61,-43.66,19.95,9123.17,483.07
2428,3/31/2020,Krishna Institute Of Medical Sciences Ltd.,74.49,549.33,799.08,677.97,1003.87,1003.87,170.52,121.11,790.13,160.58,-108.02,623.82,121.11,61.1,9167.58,580.92
2429,3/31/2021,Krishna Institute Of Medical Sciences Ltd.,77.59,829.73,943.34,754.69,1263.43,1263.43,224.41,188.65,932.82,291.35,-316.6,907.32,188.65,207.19,8975.12,622.15
2430,3/31/2013,L & T Finance Holdings Ltd.,1716.76,1813.79,439.69,128.36,5510.6,5510.6,1121.61,311.33,12.64,139.25,-1584.4,3530.55,180.15,-229.33,18895.89,43.07
2431,3/31/2014,L & T Finance Holdings Ltd.,1718.45,1808.51,293.56,97.18,5333.4,5333.4,605.95,196.38,17.8,83.96,-49.98,3526.96,-8.52,-61.82,18252.42,29.86
2432,3/31/2015,L & T Finance Holdings Ltd.,1720.29,1825.6,331.77,70.15,5613.61,5613.61,704.17,261.62,19.44,145.25,-180.13,3545.89,13.67,8.5,17014.97,35.1
2433,3/31/2016,L & T Finance Holdings Ltd.,1753.4,2102.48,427.65,49.61,5954.88,5954.88,767.38,378.04,13.11,456.27,-400.15,3855.88,75.64,74.16,17435.7,31.5
2434,3/31/2017,L & T Finance Holdings Ltd.,1755.72,2236.54,314.89,66.23,6377.76,6377.76,1054.03,248.66,20.16,-127.82,-56.02,3992.26,124.17,-687.87,17497.57,21.6
2435,3/31/2018,L & T Finance Holdings Ltd.,1995.68,5678.01,477.82,211.77,9190.87,9190.87,18.36,266.05,6.54,-272.03,-2191.0,7673.6900000000005,120.31,278.44,16903.6,20.29
2436,3/31/2019,L & T Finance Holdings Ltd.,1998.81,5831.54,530.39,263.33,10049.0,10049.0,18.87,267.06,16.35,774.99,-1306.32,7830.35,67.36,-880.66,16668.48,23.25
2437,3/31/2020,L & T Finance Holdings Ltd.,2004.83,5840.02,555.18,288.37,11338.05,11338.05,32.15,266.81,26.92,82.24,-1006.23,7844.85,-113.67,-1375.28,16668.48,36.13
2438,3/31/2021,L & T Finance Holdings Ltd.,2469.45,8540.84,416.1,300.05,12839.93,12839.93,56.42,116.05,17.94,-170.4,272.18,11010.29,116.05,939.37,17423.33,25.09
2439,3/31/2022,L & T Finance Holdings Ltd.,2474.04,8797.09,350.49,132.31,11424.29,11424.29,48.02,218.18,14.58,408.15,-0.77,11271.130000000001,218.18,995.79,16854.1,21.82
2440,3/31/2014,L & T Technology Services Ltd.,102.5,-17.82,126.19,119.98,637.92,637.92,149.91,6.21,126.17,-13.67,-505.32,84.68,0.44,66.78,34283.76,106.6
2441,3/31/2015,L & T Technology Services Ltd.,300.0,6.74,2585.63,2270.45,1754.42,1754.42,630.05,315.18,2560.59,288.63,-606.72,306.74,59.39,490.67,34765.62,2153.2
2442,3/31/2016,L & T Technology Services Ltd.,300.0,39.4,2975.4,2539.1,2043.1,2043.1,928.5,436.3,2893.7,524.6,-154.0,339.4,72.8,297.6,34759.28,2350.7
2443,3/31/2017,L & T Technology Services Ltd.,20.3,1511.2,3218.8,2769.8,2278.3,2278.3,620.1,449.0,3112.5,401.6,-176.7,1531.5,328.4,665.2,33279.95,2502.9
2444,3/31/2018,L & T Technology Services Ltd.,20.5,1944.8,3710.5,3221.1,2730.3,2730.3,632.8,489.4,3571.16,339.6,-165.6,1965.3,368.6,1054.9,32755.35,2958.9
2445,3/31/2019,L & T Technology Services Ltd.,20.8,2415.1,4863.8,4163.7,3397.0,3397.0,792.5,700.1,4739.6,739.7,-489.1,2435.9,455.2,1311.8,32164.25,3827.7
2446,3/31/2020,L & T Technology Services Ltd.,20.9,2599.1,5401.5,4611.5,4269.1,4269.1,1014.8,790.0,5274.4,664.3,-280.5,2620.0,525.9,1631.8,33413.48,4117.7
2447,3/31/2021,L & T Technology Services Ltd.,21.0,3319.1,5238.0,4564.9,4951.8,4951.8,1026.4,673.1,5018.8,1267.1,-964.6,3340.1,453.1,2185.2,32230.22,4040.1
2448,3/31/2012,L I C Housing Finance Ltd.,100.93,5581.21,6254.51,5340.31,65769.6,65769.6,13322.14,914.2,0.31,-11608.1,-35.18,5682.14,703.1,-11207.61,18751.65,230.32
2449,3/31/2013,L I C Housing Finance Ltd.,100.93,6380.3,7733.45,6710.24,80563.04,80563.04,17076.35,1023.21,0.16,-14646.47,7289.26,6481.2300000000005,799.09,-14965.07,18407.86,273.95
2450,3/31/2014,L I C Housing Finance Ltd.,100.93,7431.91,9398.13,8080.94,95767.78,95767.78,19690.91,1317.19,0.20277105813596666,-13949.13,8977.95,7532.84,1051.61,-15923.87,17681.78,303.98
2451,3/31/2015,L I C Housing Finance Ltd.,100.93,7717.46,10910.5,9524.31,112794.62,112794.62,22519.66,1386.19,0.20517807236889357,-17016.63,10399.09,7818.39,1083.96,-18729.93,17376.49,367.81
2452,3/31/2016,L I C Housing Finance Ltd.,100.93,9044.99,12592.68,10931.89,130794.01,130794.01,28210.7,1660.79,0.19984774314827977,-16840.82,12122.03,9145.92,1327.54,-23329.83,17662.52,456.22
2453,3/31/2017,L I C Housing Finance Ltd.,100.93,10976.04,14218.27,12287.22,151287.1,151287.1,32989.12,1931.05,0.1898761640420347,-19017.2,13517.96,11076.970000000001,1931.05,-27432.55,17082.21,603.23
2454,3/31/2018,L I C Housing Finance Ltd.,100.93,14140.19,14840.63,12838.13,173911.81,173911.81,7783.59,2002.5,0.11326626204823897,-19004.51,1379.83,14241.12,1626.6,-13142.54,16812.68,374.69
2455,3/31/2019,L I C Housing Finance Ltd.,100.93,16158.28,17364.57,14933.6,203772.33,203772.33,8407.21,2430.97,0.10886564311203344,-21528.7,-1655.84,16259.210000000001,2018.55,-17461.37,16303.87,432.9
2456,3/31/2020,L I C Housing Finance Ltd.,100.93,18092.1,19703.89,17302.05,220947.41,220947.41,9084.86,2401.84,0.12,-14714.92,-1879.0,18193.03,1940.67,-12210.24,16859.43,497.38
2457,3/31/2021,L I C Housing Finance Ltd.,100.93,20420.31,19874.33,17139.99,241062.22,241062.22,9699.56,2734.34,0.07,-11351.25,883.73,20521.24,2330.61,-17649.82,16886.93,531.03
2458,3/31/2012,La Opala R G Ltd.,10.6,45.05,120.35,110.85,103.48,103.48,27.68,12.6,119.97,12.72,-4.68,55.65,10.14,18.08,2893.77,95.36
2459,3/31/2013,La Opala R G Ltd.,10.6,63.47,161.42,143.05,132.11,132.11,34.08,22.88,160.27,30.72,-28.86,74.07,18.54,26.83,2868.8,120.5
2460,3/31/2014,La Opala R G Ltd.,10.6,87.22,184.96,151.76,145.72,145.72,36.62,29.95,183.55,39.27,-8.11,97.82,23.75,27.46,2827.17,128.67
2461,3/31/2015,La Opala R G Ltd.,11.1,174.24,229.81,187.95,229.28,229.28,33.9,41.74,228.53,46.69,-97.33,185.34,33.05,113.72,2826.06,161.88
2462,3/31/2016,La Opala R G Ltd.,11.1,220.94,257.11,207.6,284.69,284.69,40.48,58.71,255.66,61.01,-49.14,232.04,46.69,126.61,2858.8,178.12
2463,3/31/2017,La Opala R G Ltd.,11.1,423.71,252.94,183.82,496.22,496.22,23.48,62.19,241.05,71.79,-51.69,434.81,50.17,203.07,2750.58,144.84
2464,3/31/2018,La Opala R G Ltd.,22.2,481.4,272.72,196.48,577.34,577.34,36.34,73.44,259.45,80.24,-68.73,503.59999999999997,60.08,243.82,2803.3,146.57
2465,3/31/2019,La Opala R G Ltd.,22.2,506.94,295.51,236.97,602.08,602.08,37.87,74.04,278.1,50.62,-32.14,529.14,59.32,299.82,2756.13,180.63
2466,3/31/2020,La Opala R G Ltd.,22.2,522.9,286.69,210.3,612.28,612.28,40.0,84.27,270.02,73.18,-45.09,545.1,52.15,324.89,2878.79,173.03
2467,3/31/2021,La Opala R G Ltd.,22.2,643.55,219.35,144.46,742.51,742.51,45.66,49.57,211.27,83.28,-79.22,665.75,49.57,329.59,2843.82,117.22
2468,3/31/2012,Lakshmi Machine Works Ltd.,11.27,887.22,2485.65,2342.81,1883.88,1883.88,695.47,137.02,2400.33,181.03,-145.83,898.49,71.54,431.58,9690.66,2135.9
2469,3/31/2013,Lakshmi Machine Works Ltd.,11.27,949.01,2317.08,2222.22,1795.12,1795.12,587.59,117.48,2241.43,97.6,-34.04,960.28,91.12,592.8,9805.87,2049.99
2470,3/31/2014,Lakshmi Machine Works Ltd.,11.27,1093.16,2688.72,2531.99,2024.73,2024.73,692.36,183.69,2577.06,125.12,-94.48,1104.43,144.15,744.22,9376.42,2349.85
2471,3/31/2015,Lakshmi Machine Works Ltd.,11.27,1249.2,2807.5,2609.92,2171.84,2171.84,776.9,206.88,2704.49,103.24,-40.55,1260.47,156.03,762.81,9282.57,2423.77
2472,3/31/2016,Lakshmi Machine Works Ltd.,11.27,1492.07,2916.22,2706.03,2685.98,2685.98,1081.29,220.12,2823.02,100.34,-66.23,1503.34,169.27,873.11,9530.68,2509.55
2473,3/31/2017,Lakshmi Machine Works Ltd.,10.96,1527.45,2606.53,2409.12,2755.1,2755.1,1116.48,190.6,2519.76,132.39,67.84,1538.41,136.35,859.23,9286.3,2255.85
2474,3/31/2018,Lakshmi Machine Works Ltd.,10.96,1710.68,2749.02,2530.72,2932.49,2932.49,1115.77,211.42,2650.65,164.79,-20.06,1721.64,165.27,911.78,9259.65,2371.38
2475,3/31/2019,Lakshmi Machine Works Ltd.,10.68,1679.69,2797.36,2623.12,2625.87,2625.87,870.26,189.28,2696.34,124.79,29.76,1690.3700000000001,136.45,512.22,8834.2,2471.89
2476,3/31/2020,Lakshmi Machine Works Ltd.,10.68,1645.63,1715.16,1657.26,2545.95,2545.95,787.29,45.0,1625.06,86.26,-70.09,1656.3100000000002,-0.08,665.03,9104.32,1580.55
2477,3/31/2021,Lakshmi Machine Works Ltd.,10.68,1769.58,1824.46,1781.77,2957.56,2957.56,999.67,47.46,1743.94,156.27,-144.15,1780.26,36.78,792.96,9030.93,1703.25
2478,3/31/2013,Larsen & Toubro Infotech Ltd.,16.13,1218.45,3642.67,3081.1,2200.66,2200.66,803.99,561.57,3613.42,479.88,-90.59,1234.5800000000002,209.24,430.61,76616.78,2800.66
2479,3/31/2014,Larsen & Toubro Infotech Ltd.,16.13,1452.92,4940.12,4037.81,2515.14,2515.14,910.15,902.31,4643.94,615.65,162.35,1469.0500000000002,257.11,684.48,76032.13,3563.61
2480,3/31/2015,Larsen & Toubro Infotech Ltd.,16.13,1909.32,4803.64,4030.68,2970.39,2970.39,902.56,772.96,4709.95,580.47,-97.88,1925.45,201.8,1010.17,71650.27,3746.69
2481,3/31/2016,Larsen & Toubro Infotech Ltd.,17.0,1947.1,5799.4,4943.2,3033.6,3033.6,989.2,856.2,5568.5,765.2,34.2,1964.1,204.6,741.3,73499.91,4634.0
2482,3/31/2017,Larsen & Toubro Infotech Ltd.,17.1,2959.8,6381.2,5443.6,4386.8,4386.8,1230.5,937.6,6182.9,1047.2,-927.6,2976.9,739.8,1767.9,73699.77,5083.3
2483,3/31/2018,Larsen & Toubro Infotech Ltd.,17.2,3701.4,7443.4,6283.3,5175.4,5175.4,1284.6,1160.1,6906.4,710.9,-247.6,3718.6,796.2,2627.9,71120.8,5783.1
2484,3/31/2019,Larsen & Toubro Infotech Ltd.,17.4,4696.1,9238.5,7763.4,6411.8,6411.8,1527.8,1475.1,8907.2,1247.5,-682.7,4713.5,938.6,3273.3,70179.32,7161.3
2485,3/31/2020,Larsen & Toubro Infotech Ltd.,17.4,5211.4,10614.8,9062.4,8453.6,8453.6,2139.0,1552.4,10184.2,1644.1,-578.2,5228.799999999999,983.4,3797.9,69295.7,8298.7
2486,3/31/2021,Larsen & Toubro Infotech Ltd.,17.5,6924.3,11844.0,10055.6,10201.0,10201.0,2374.2,1788.4,11566.1,2179.3,-1637.0,6941.8,1256.0,5087.7,72294.57,9040.5
2487,3/31/2022,Larsen & Toubro Infotech Ltd.,17.5,8385.4,14996.0,12735.1,11948.1,11948.1,2683.3,2260.9,14406.4,1606.9,-668.7,8402.9,1386.0,5496.9,70442.3,11603.2
2488,3/31/2012,Larsen & Toubro Ltd.,122.48,25100.54,55392.31,51491.45,70560.11,70560.11,38712.17,4455.96,53557.2,1081.58,-1922.28,25223.02,3340.71,8467.29,224289.28,47357.69
2489,3/31/2013,Larsen & Toubro Ltd.,123.08,29019.64,64253.73,60449.57,75197.56,75197.56,37152.9,4910.27,52026.87,2116.57,464.93,29142.72,3683.61,12804.63,222792.8,47521.89
2490,3/31/2014,Larsen & Toubro Ltd.,185.38,33476.45,60033.17,54533.44,80964.48,80964.48,40519.77,5493.13,57006.64,1045.06,-1253.53,33661.829999999994,4091.7,10925.34,215338.51,50388.7
2491,3/31/2015,Larsen & Toubro Ltd.,185.91,36898.67,60417.71,55577.46,89596.96,89596.96,42593.29,5055.86,57389.36,3119.46,-1884.08,37084.58,3409.11,14093.45,217123.04,51048.01
2492,3/31/2016,Larsen & Toubro Ltd.,186.3,41795.81,67145.69,62069.54,101939.11,101939.11,50292.18,4999.58,63872.02,3297.86,-1522.25,41982.11,3352.56,17483.04,219223.73,57128.38
2493,3/31/2017,Larsen & Toubro Ltd.,186.59,45672.95,70734.6,65149.27,104999.6,104999.6,50607.18,5453.74,66397.95,5979.58,-46.35,45859.53999999999,3611.03,13626.64,214558.65,59372.98
2494,3/31/2018,Larsen & Toubro Ltd.,280.27,48737.22,80677.88,76337.99,118725.05,118725.05,62749.5,5387.3,74713.41,2952.0,1786.87,49017.49,3108.61,9507.12,209190.99,67804.08
2495,3/31/2019,Larsen & Toubro Ltd.,280.55,49614.67,94546.61,88181.39,128059.39,128059.39,72658.36,7491.39,81829.2,2556.42,1585.19,49895.22,4894.61,9913.54,206619.58,76062.87
2496,3/31/2020,Larsen & Toubro Ltd.,280.78,51894.57,91366.19,84750.99,145020.25,145020.25,84013.15,6679.21,82505.96,-121.3,-6833.74,52175.35,2520.38,3111.48,210863.12,75481.73
2497,3/31/2021,Larsen & Toubro Ltd.,280.91,60132.63,90210.72,78531.22,153076.43,153076.43,73654.32,11336.97,73022.26,8350.79,-591.89,60413.54,7686.08,22209.54,207708.57,65059.12
2498,3/31/2011,Latent View Analytics Ltd.,0.8,1.96,5.3,4.28,5.37,5.37,0.47,1.02,5.3,19.434513235596096,-16.08172932123312,2.76,1.02,2.86,7423.63,3.93
2499,3/31/2012,Latent View Analytics Ltd.,0.8,3.96,10.39,8.39,7.49,7.49,1.23,2.0,10.31,18.65849080557826,-15.22201454939591,4.76,2.0,2.19,7322.42,6.67
2500,3/31/2013,Latent View Analytics Ltd.,0.8,10.13,21.42,15.25,16.79,16.79,3.66,6.17,48.16636098869277,12.980777293471359,-9.000012683260005,10.930000000000001,6.17,3.1,6993.73,15.25
2501,3/31/2014,Latent View Analytics Ltd.,0.8,23.82,48.53,34.84,32.75,32.75,2.83,13.69,47.91,9.819979669918494,-5.586969396508588,24.62,13.69,13.98,6940.61,26.43
2502,3/31/2015,Latent View Analytics Ltd.,0.8,34.72,60.47,49.42,50.04,50.04,4.38,11.05,59.62,4.65,-0.06,35.519999999999996,11.05,16.34,6949.63,47.94
2503,3/31/2016,Latent View Analytics Ltd.,0.8,51.93,79.95,62.75,72.0,72.0,5.83,17.2,78.41,17.73,-11.76,52.73,17.2,35.49,6682.07,57.04
2504,3/31/2017,Latent View Analytics Ltd.,0.8,100.46,106.41,60.02,119.28,119.28,14.73,46.39,105.45,48.97,-51.05,101.25999999999999,46.39,75.43,6555.8,56.38
2505,3/31/2018,Latent View Analytics Ltd.,0.81,156.23,111.13,56.81,167.82,167.82,7.83,54.32,105.18,16.35,-14.88,157.04,54.32,122.99,6205.07,51.21
2506,3/31/2019,Latent View Analytics Ltd.,0.81,204.39,126.37,78.54,212.78,212.78,4.75,47.83,115.35,42.46,-46.82,205.2,47.83,168.91,6373.42,68.65
2507,3/31/2020,Latent View Analytics Ltd.,0.81,256.96,139.47,87.39,265.48,265.48,5.1,52.08,128.32,44.61,-33.33,257.77,52.08,195.57,6316.3,75.19
2508,3/31/2013,Laurus Labs Ltd.,15.24,181.6,727.69,672.66,703.87,703.87,373.06,88.22,722.54,116.27693541767715,-345.7315703130694,196.84,88.22,-52.46,29544.02,607.53
2509,3/31/2014,Laurus Labs Ltd.,15.38,282.48,1174.86,1146.03,1277.51,1277.51,712.26,99.12,1165.69,99.56703900663635,-351.26154544655026,297.86,99.12,-158.01,29361.31,1023.84
2510,3/31/2015,Laurus Labs Ltd.,15.51,647.1,1373.18,1384.07,1936.25,1936.25,804.53,73.57,1337.66,-58.87,-404.64,662.61,73.57,37.55,28348.39,1216.08
2511,3/31/2016,Laurus Labs Ltd.,15.77,790.0,1821.59,1702.02,2291.89,2291.89,873.48,144.65,1816.08,197.17,-314.6,805.77,144.65,76.68,27784.16,1466.54
2512,3/31/2017,Laurus Labs Ltd.,105.76,1249.82,1951.86,1787.98,2770.17,2770.17,1119.51,199.96,1920.18,320.88,-281.78,1355.58,194.03,-2.36,27585.34,1542.83
2513,3/31/2018,Laurus Labs Ltd.,106.03,1407.27,2068.13,1920.09,3130.49,3130.49,1270.36,173.14,2043.19,368.6,-417.47,1513.3,154.05,-111.92,26456.89,1654.2
2514,3/31/2019,Laurus Labs Ltd.,106.44,1484.46,2252.28,2186.21,3464.12,3464.12,1381.79,94.99,2240.05,293.16,-256.58,1590.9,75.82,-14.36,25177.97,1901.66
2515,3/31/2020,Laurus Labs Ltd.,106.91,1708.88,2803.15,2754.19,3939.6,3939.6,1692.32,267.05,2801.23,344.68,-216.83,1815.7900000000002,228.46,58.11,23866.81,2440.12
2516,3/31/2021,Laurus Labs Ltd.,107.32,2604.92,4796.04,4136.38,6321.14,6321.14,2930.97,956.11,4772.61,694.45,-899.68,2712.2400000000002,881.07,525.16,24715.84,3552.08
2517,3/31/2022,Laurus Labs Ltd.,107.47,3280.74,4728.59,4197.12,7234.15,7234.15,2978.09,750.09,4707.69,822.97,-836.61,3388.2099999999996,664.23,589.17,24259.09,3639.35
